token,lemma,aspect,form,transitivity,number,tense,mood,person,voice
сокрушающего,сокрушать,ipf,partcp,tran,sg,praes,,,act
виденных,видеть,ipf,partcp,tran,pl,praet,,,pass
выступавший,выступать,ipf,partcp,intr,sg,praet,,,act
суженное,сузить,pf,partcp,tran,sg,praet,,,pass
ушедшие,уйти,pf,partcp,intr,pl,praet,,,act
рассчитана,рассчитать,pf,partcp,tran,sg,praet,,,pass
описаны,описать,pf,partcp,tran,pl,praet,,,pass
баловавшего,баловать,ipf,partcp,tran,sg,praet,,,act
созданного,создать,pf,partcp,tran,sg,praet,,,pass
ставшее,стать,pf,partcp,intr,sg,praet,,,act
считающие,считать,ipf,partcp,tran,pl,praes,,,act
изменившее,изменить,pf,partcp,intr,sg,praet,,,act
направлявшейся,направляться,ipf,partcp,intr,sg,praet,,,med
утверждённую,утвердить,pf,partcp,tran,sg,praet,,,pass
разрешено,разрешить,pf,partcp,tran,sg,praet,,,pass
спроектировавшего,спроектировать,pf,partcp,tran,sg,praet,,,act
удостоверена,удостоверить,pf,partcp,tran,sg,praet,,,pass
намечено,наметить,pf,partcp,tran,sg,praet,,,pass
оттиснута,оттиснуть,pf,partcp,tran,sg,praet,,,pass
севшего,сесть,pf,partcp,intr,sg,praet,,,act
приведены,привести,pf,partcp,tran,pl,praet,,,pass
сложенном,сложить,pf,partcp,tran,sg,praet,,,pass
смущённым,смутить,pf,partcp,,sg,praet,,,pass
идущий,идти,ipf,partcp,intr,sg,praes,,,act
продаваемых,продавать,ipf,partcp,tran,pl,praes,,,pass
растопыренными,растопырить,pf,partcp,tran,pl,praet,,,pass
размноженные,размножить,pf,partcp,tran,pl,praet,,,pass
порвавшее,порвать,pf,partcp,tran,sg,praet,,,act
проходившего,проходить,ipf,partcp,tran,sg,praet,,,act
имитирующий,имитировать,ipf,partcp,tran,sg,praes,,,act
соблазнённому,соблазнить,pf,partcp,tran,sg,praet,,,pass
перешедшего,перейти,pf,partcp,tran,sg,praet,,,act
удушающий,удушать,ipf,partcp,tran,sg,praes,,,act
отменён,отменить,pf,partcp,tran,sg,praet,,,pass
дающий,давать,ipf,partcp,tran,sg,praes,,,act
опрокинутые,опрокинуть,pf,partcp,,pl,praet,,,pass
засекреченным,засекретить,pf,partcp,tran,sg,praet,,,pass
разбиравшийся,разбираться,ipf,partcp,intr,sg,praet,,,med
арестованы,арестовать,pf,partcp,tran,pl,praet,,,pass
приведены,привести,pf,partcp,tran,pl,praet,,,pass
разрешены,разрешить,pf,partcp,tran,pl,praet,,,pass
играющего,играть,ipf,partcp,tran,sg,praes,,,act
подготовленную,подготовить,pf,partcp,tran,sg,praet,,,pass
кончен,кончить,pf,partcp,tran,sg,praet,,,pass
покосившемся,покоситься,pf,partcp,intr,sg,praet,,,med
перепоясанные,перепоясать,pf,partcp,tran,pl,praet,,,pass
улыбающиеся,улыбаться,ipf,partcp,intr,pl,praes,,,med
оформленные,оформить,pf,partcp,tran,pl,praet,,,pass
отнято,отнять,pf,partcp,tran,sg,praet,,,pass
протестующего,протестовать,ipf,partcp,intr,sg,praes,,,act
выполненные,выполнить,pf,partcp,tran,pl,praet,,,pass
одобряющих,одобрять,ipf,partcp,tran,pl,praes,,,act
угадавшего,угадать,pf,partcp,tran,sg,praet,,,act
запружен,запрудить,pf,partcp,tran,sg,praet,,,pass
напоминающей,напоминать,ipf,partcp,tran,sg,praes,,,act
вырванное,вырвать,pf,partcp,tran,sg,praet,,,pass
работавший,работать,ipf,partcp,intr,sg,praet,,,act
созданного,создать,pf,partcp,tran,sg,praet,,,pass
врезавшегося,врезаться,pf,partcp,intr,sg,praet,,,med
надетых,надеть,pf,partcp,tran,pl,praet,,,pass
назначены,назначить,pf,partcp,tran,pl,praet,,,pass
подписанный,подписать,pf,partcp,tran,sg,praet,,,pass
отравленного,отравить,pf,partcp,tran,sg,praet,,,pass
расположенных,расположить,pf,partcp,tran,pl,praet,,,pass
разбитый,разбить,pf,partcp,,sg,praet,,,pass
представлены,представить,pf,partcp,tran,pl,praet,,,pass
сохранивший,сохранить,pf,partcp,tran,sg,praet,,,act
разочарована,разочаровать,pf,partcp,tran,sg,praet,,,pass
искореженные,искорежить,pf,partcp,tran,pl,praet,,,pass
обнимающими,обнимать,ipf,partcp,tran,pl,praes,,,act
приклеенных,приклеить,pf,partcp,tran,pl,praet,,,pass
назначен,назначить,pf,partcp,tran,sg,praet,,,pass
увешанная,увешать,pf,partcp,tran,sg,praet,,,pass
освобождённого,освободить,pf,partcp,tran,sg,praet,,,pass
редеющей,редеть,ipf,partcp,intr,sg,praes,,,act
переплетённые,переплести,pf,partcp,tran,pl,praet,,,pass
проживающие,проживать,ipf,partcp,intr,pl,praes,,,act
вписанные,вписать,pf,partcp,tran,pl,praet,,,pass
работавшего,работать,ipf,partcp,intr,sg,praet,,,act
убит,убить,pf,partcp,tran,sg,praet,,,pass
продаваемых,продавать,ipf,partcp,tran,pl,praes,,,pass
приходившие,приходить,ipf,partcp,intr,pl,praet,,,act
начинавшего,начинать,ipf,partcp,tran,sg,praet,,,act
образованному,образовать,pf,partcp,tran,sg,praet,,,pass
назначен,назначить,pf,partcp,tran,sg,praet,,,pass
изуродованы,изуродовать,pf,partcp,tran,pl,praet,,,pass
намалеван,намалевать,pf,partcp,tran,sg,praet,,,pass
работающий,работать,ipf,partcp,intr,sg,praes,,,act
представленные,представить,pf,partcp,tran,pl,praet,,,pass
наполненная,наполнить,pf,partcp,tran,sg,praet,,,pass
простуженный,простудить,pf,partcp,tran,sg,praet,,,pass
снесён,снести,pf,partcp,tran,sg,praet,,,pass
застроены,застроить,pf,partcp,tran,pl,praet,,,pass
утверждённого,утвердить,pf,partcp,tran,sg,praet,,,pass
назначенных,назначить,pf,partcp,tran,pl,praet,,,pass
перенесена,перенести,pf,partcp,tran,sg,praet,,,pass
установлена,установить,pf,partcp,tran,sg,praet,,,pass
переписанное,переписать,pf,partcp,tran,sg,praet,,,pass
обнаружено,обнаружить,pf,partcp,tran,sg,praet,,,pass
выглядевшему,выглядеть,ipf,partcp,intr,sg,praet,,,act
оплывающей,оплывать,ipf,partcp,tran,sg,praes,,,act
полученные,получить,pf,partcp,,pl,praet,,,pass
стёртой,стереть,pf,partcp,tran,sg,praet,,,pass
образованный,образовать,pf,partcp,tran,sg,,,,pass
обескровленную,обескровить,pf,partcp,tran,sg,praet,,,pass
подчеркнуто,подчеркнуть,pf,partcp,tran,sg,praet,,,pass
разбуженные,разбудить,pf,partcp,tran,pl,praet,,,pass
привыкшего,привыкнуть,pf,partcp,intr,sg,praet,,,act
возглавляющий,возглавлять,ipf,partcp,tran,sg,praes,,,act
подвернувшийся,подвернуться,pf,partcp,intr,sg,praet,,,med
страдавшему,страдать,ipf,partcp,intr,sg,praet,,,act
действующую,действовать,ipf,partcp,intr,sg,praes,,,act
подготовлен,подготовить,pf,partcp,tran,sg,praet,,,pass
задушенную,задушить,pf,partcp,tran,sg,praet,,,pass
заняты,занять,pf,partcp,tran,pl,praet,,,pass
замысливших,замыслить,pf,partcp,tran,pl,praet,,,act
выведенного,вывести,pf,partcp,tran,sg,praet,,,pass
просохшем,просохнуть,pf,partcp,intr,sg,praet,,,act
расположенную,расположить,pf,partcp,tran,sg,praet,,,pass
разорванные,разорвать,pf,partcp,tran,pl,praet,,,pass
уверен,уверить,pf,partcp,tran,sg,praet,,,pass
упразднённого,упразднить,pf,partcp,tran,sg,praet,,,pass
определена,определить,pf,partcp,tran,sg,praet,,,pass
покалеченной,покалечить,pf,partcp,tran,sg,praet,,,pass
оскорблённая,оскорбить,pf,partcp,tran,sg,praet,,,pass
стоптанный,стоптать,pf,partcp,tran,sg,praet,,,pass
разработана,разработать,pf,partcp,tran,sg,praet,,,pass
оскорблён,оскорбить,pf,partcp,tran,sg,praet,,,pass
отъезжающей,отъезжать,ipf,partcp,intr,sg,praes,,,act
задрапированы,задрапировать,pf,partcp,tran,pl,praet,,,pass
взволнованным,взволновать,pf,partcp,tran,sg,praet,,,pass
наскучивших,наскучить,pf,partcp,intr,pl,praet,,,act
зафиксирована,зафиксировать,pf,partcp,tran,sg,praet,,,pass
построенный,построить,pf,partcp,tran,sg,praet,,,pass
лакированного,лакировать,ipf,partcp,tran,sg,praet,,,pass
действующем,действовать,ipf,partcp,intr,sg,praes,,,act
протянутой,протянуть,pf,partcp,tran,sg,praet,,,pass
обесчещен,обесчестить,pf,partcp,tran,sg,praet,,,pass
написано,написать,pf,partcp,tran,sg,praet,,,pass
обтянутых,обтянуть,pf,partcp,tran,pl,praet,,,pass
испытанным,испытать,pf,partcp,tran,sg,praet,,,pass
запёкшееся,запечься,pf,partcp,intr,sg,praet,,,med
подтянутая,подтянуть,pf,partcp,tran,sg,praet,,,pass
отыскавшийся,отыскаться,pf,partcp,intr,sg,praet,,,med
замечавшая,замечать,ipf,partcp,tran,sg,praet,,,act
предполагаемого,предполагать,ipf,partcp,tran,sg,praes,,,pass
озаряющий,озарять,ipf,partcp,tran,sg,praes,,,act
страдающим,страдать,ipf,partcp,intr,sg,praes,,,act
окованной,оковать,pf,partcp,tran,sg,praet,,,pass
возмущённый,возмутить,pf,partcp,tran,sg,praet,,,pass
иссушающей,иссушать,ipf,partcp,tran,sg,praes,,,act
разинутый,разинуть,pf,partcp,tran,sg,praet,,,pass
выдавленный,выдавить,pf,partcp,tran,sg,praet,,,pass
возбуждена,возбудить,pf,partcp,tran,sg,praet,,,pass
впряжённый,впрячь,pf,partcp,tran,sg,praet,,,pass
прибывшего,прибыть,pf,partcp,intr,sg,praet,,,act
отглаженный,отгладить,pf,partcp,tran,sg,praet,,,pass
освещённый,осветить,pf,partcp,tran,sg,praet,,,pass
спеленат,спеленать,pf,partcp,tran,sg,praet,,,pass
ворованных,воровать,ipf,partcp,tran,pl,praet,,,pass
выписана,выписать,pf,partcp,tran,sg,praet,,,pass
родимой,родить,ipf,partcp,tran,sg,praes,,,pass
уготованный,уготовать,pf,partcp,tran,sg,praet,,,pass
спеленат,спеленать,pf,partcp,tran,sg,praet,,,pass
засоленные,засолить,pf,partcp,tran,pl,praet,,,pass
принятый,принять,pf,partcp,tran,sg,praet,,,pass
отмеченный,отметить,pf,partcp,tran,sg,praet,,,pass
сваренное,сварить,pf,partcp,tran,sg,praet,,,pass
распелёнатыми,распеленать,pf,partcp,tran,pl,praet,,,pass
выделившего,выделить,pf,partcp,tran,sg,praet,,,act
написано,написать,pf,partcp,tran,sg,praet,,,pass
приготовленный,приготовить,pf,partcp,tran,sg,praet,,,pass
умершей,умереть,pf,partcp,intr,sg,praet,,,act
упущено,упустить,pf,partcp,,sg,praet,,,pass
очарованном,очаровать,pf,partcp,tran,sg,praet,,,pass
упустившего,упустить,pf,partcp,,sg,praet,,,act
доверенная,доверить,pf,partcp,tran,sg,praet,,,pass
сделанное,сделать,pf,partcp,tran,sg,praet,,,pass
превышающих,превышать,ipf,partcp,tran,pl,praes,,,act
наделённые,наделить,pf,partcp,tran,pl,praet,,,pass
осуждённый,осудить,pf,partcp,tran,sg,praet,,,pass
прославленного,прославить,pf,partcp,tran,sg,praet,,,pass
перевязанной,перевязать,pf,partcp,,sg,praet,,,pass
разорваны,разорвать,pf,partcp,tran,pl,praet,,,pass
побледневшему,побледнеть,pf,partcp,intr,sg,praet,,,act
выходящих,выходить,ipf,partcp,intr,pl,praes,,,act
проведённую,провести,pf,partcp,tran,sg,praet,,,pass
испорчены,испортить,pf,partcp,tran,pl,praet,,,pass
восходящие,восходить,ipf,partcp,intr,pl,praes,,,act
сливавшиеся,сливаться,ipf,partcp,intr,pl,praet,,,med
вошедшей,войти,pf,partcp,intr,sg,praet,,,act
перевязанную,перевязать,pf,partcp,,sg,praet,,,pass
пригнанными,пригнать,pf,partcp,tran,pl,praet,,,pass
похоронен,похоронить,pf,partcp,tran,sg,praet,,,pass
перекошённой,перекосить,pf,partcp,tran,sg,praet,,,pass
демонстрирующего,демонстрировать,ipf,partcp,tran,sg,praes,,,act
растрёпанные,растрепать,pf,partcp,tran,pl,praet,,,pass
растопыренные,растопырить,pf,partcp,tran,pl,praet,,,pass
представляющая,представлять,ipf,partcp,tran,sg,praes,,,act
сжавшие,сжать,pf,partcp,tran,pl,praet,,,act
побелевший,побелеть,pf,partcp,intr,sg,praet,,,act
расстёгнута,расстегнуть,pf,partcp,tran,sg,praet,,,pass
отсыревшим,отсыреть,pf,partcp,intr,sg,praet,,,act
рассчитаны,рассчитать,pf,partcp,tran,pl,praet,,,pass
смятых,смять,pf,partcp,tran,pl,praet,,,pass
застреленного,застрелить,pf,partcp,tran,sg,praet,,,pass
распустившимся,распуститься,pf,partcp,intr,sg,praet,,,med
пересыпаны,пересыпать,pf,partcp,tran,pl,praet,,,pass
расстроенная,расстроить,pf,partcp,tran,sg,praet,,,pass
передающего,передавать,ipf,partcp,tran,sg,praes,,,act
закинутом,закинуть,pf,partcp,tran,sg,praet,,,pass
заведённая,завести,pf,partcp,tran,sg,praet,,,pass
пострадавшая,пострадать,pf,partcp,intr,sg,praet,,,act
закрыты,закрыть,pf,partcp,tran,pl,praet,,,pass
запряжённая,запрячь,pf,partcp,tran,sg,praet,,,pass
побагровевшую,побагроветь,pf,partcp,intr,sg,praet,,,act
перепутавшиеся,перепутаться,pf,partcp,intr,pl,praet,,,med
скомканная,скомкать,pf,partcp,tran,sg,praet,,,pass
законченная,закончить,pf,partcp,tran,sg,praet,,,pass
крашены,красить,ipf,partcp,tran,pl,praet,,,pass
заслонившую,заслонить,pf,partcp,tran,sg,praet,,,act
казавшиеся,казаться,ipf,partcp,intr,pl,praet,,,med
одевающейся,одеваться,ipf,partcp,intr,sg,praes,,,med
поднятые,поднять,pf,partcp,tran,pl,praet,,,pass
напомнившим,напомнить,pf,partcp,tran,sg,praet,,,act
вызвано,вызвать,pf,partcp,tran,sg,praet,,,pass
смятыми,смять,pf,partcp,tran,pl,praet,,,pass
восхищённые,восхитить,pf,partcp,tran,pl,praet,,,pass
заросших,зарасти,pf,partcp,intr,pl,praet,,,act
веселящим,веселить,ipf,partcp,tran,sg,praes,,,act
спускавшееся,спускаться,ipf,partcp,intr,sg,praet,,,med
видевшую,видеть,ipf,partcp,tran,sg,praet,,,act
поняты,понять,pf,partcp,tran,pl,praet,,,pass
освобождённых,освободить,pf,partcp,tran,pl,praet,,,pass
отяжелевшее,отяжелеть,pf,partcp,intr,sg,praet,,,act
накрашенными,накрасить,pf,partcp,tran,pl,praet,,,pass
избит,избить,pf,partcp,tran,sg,praet,,,pass
удавленная,удавить,pf,partcp,tran,sg,praet,,,pass
запрещающим,запрещать,ipf,partcp,tran,sg,praes,,,act
накрашенные,накрасить,pf,partcp,tran,pl,praet,,,pass
попавших,попасть,pf,partcp,intr,pl,praet,,,act
подведена,подвести,pf,partcp,tran,sg,praet,,,pass
попавших,попасть,pf,partcp,intr,pl,praet,,,act
записаны,записать,pf,partcp,tran,pl,praet,,,pass
получена,получить,pf,partcp,tran,sg,praet,,,pass
таранящих,таранить,ipf,partcp,tran,pl,praes,,,act
утроенной,утроить,pf,partcp,tran,sg,praet,,,pass
завёрнутые,завернуть,pf,partcp,tran,pl,praet,,,pass
сваленное,свалить,pf,partcp,tran,sg,praet,,,pass
замороженная,заморозить,pf,partcp,tran,sg,praet,,,pass
законченная,закончить,pf,partcp,tran,sg,praet,,,pass
завёрнутых,завернуть,pf,partcp,tran,pl,praet,,,pass
украшенным,украсить,pf,partcp,tran,sg,praet,,,pass
сделанные,сделать,pf,partcp,tran,pl,praet,,,pass
подчинёнными,подчинить,pf,partcp,tran,pl,praet,,,pass
проигравшиеся,проиграться,pf,partcp,intr,pl,praet,,,med
разрушенное,разрушить,pf,partcp,tran,sg,praet,,,pass
привязана,привязать,pf,partcp,,sg,praet,,,pass
нарезанными,нарезать,pf,partcp,tran,pl,praet,,,pass
накрахмаленного,накрахмалить,pf,partcp,tran,sg,praet,,,pass
смятых,смять,pf,partcp,tran,pl,praet,,,pass
выдуманного,выдумать,pf,partcp,tran,sg,praet,,,pass
положено,положить,pf,partcp,tran,sg,praet,,,pass
поставленный,поставить,pf,partcp,tran,sg,praet,,,pass
остановившимися,остановиться,pf,partcp,intr,pl,praet,,,med
исписанными,исписать,pf,partcp,tran,pl,praet,,,pass
вооружённых,вооружить,pf,partcp,tran,pl,praet,,,pass
приподнятой,приподнять,pf,partcp,tran,sg,praet,,,pass
окаймлена,окаймить,pf,partcp,tran,sg,praet,,,pass
возникающими,возникать,ipf,partcp,intr,pl,praes,,,act
выражающее,выражать,ipf,partcp,tran,sg,praes,,,act
одичавшем,одичать,pf,partcp,intr,sg,praet,,,act
завязано,завязать,pf,partcp,tran,sg,praet,,,pass
опушёнными,опушить,pf,partcp,tran,pl,praet,,,pass
приговорённые,приговорить,pf,partcp,tran,pl,praet,,,pass
выражающее,выражать,ipf,partcp,tran,sg,praes,,,act
напечатано,напечатать,pf,partcp,tran,sg,praet,,,pass
рассматриваемой,рассматривать,ipf,partcp,tran,sg,praes,,,pass
приподнятом,приподнять,pf,partcp,tran,sg,praet,,,pass
сосредоточенное,сосредоточить,pf,partcp,tran,sg,praet,,,pass
распустившихся,распуститься,pf,partcp,intr,pl,praet,,,med
написаны,написать,pf,partcp,tran,pl,praet,,,pass
выражавшее,выражать,ipf,partcp,tran,sg,praet,,,act
одичавших,одичать,pf,partcp,intr,pl,praet,,,act
прописанными,прописать,pf,partcp,tran,pl,praet,,,pass
распространена,распространить,pf,partcp,tran,sg,praet,,,pass
заявлено,заявить,pf,partcp,tran,sg,praet,,,pass
понимавшие,понимать,ipf,partcp,tran,pl,praet,,,act
одичавших,одичать,pf,partcp,intr,pl,praet,,,act
выражающее,выражать,ipf,partcp,tran,sg,praes,,,act
написанная,написать,pf,partcp,tran,sg,praet,,,pass
вывернутыми,вывернуть,pf,partcp,tran,pl,praet,,,pass
обращённые,обратить,pf,partcp,tran,pl,praet,,,pass
описанные,описать,pf,partcp,tran,pl,praet,,,pass
выражающие,выражать,ipf,partcp,tran,pl,praes,,,act
растерзанных,растерзать,pf,partcp,tran,pl,praet,,,pass
спущена,спустить,pf,partcp,,sg,praet,,,pass
называемые,называть,ipf,partcp,tran,pl,praes,,,pass
раскалённой,раскалить,pf,partcp,tran,sg,praet,,,pass
обрушившихся,обрушиться,pf,partcp,intr,pl,praet,,,med
рассматриваемой,рассматривать,ipf,partcp,tran,sg,praes,,,pass
покрывающее,покрывать,ipf,partcp,tran,sg,praes,,,act
прибывший,прибыть,pf,partcp,intr,sg,praet,,,act
лёгшей,лечь,pf,partcp,intr,sg,praet,,,act
закатившийся,закатиться,pf,partcp,intr,sg,praet,,,med
упомянутая,упомянуть,pf,partcp,tran,sg,praet,,,pass
заработанное,заработать,pf,partcp,tran,sg,praet,,,pass
расплющенные,расплющить,pf,partcp,tran,pl,praet,,,pass
исчерпано,исчерпать,pf,partcp,tran,sg,praet,,,pass
признаваемое,признавать,ipf,partcp,tran,sg,praes,,,pass
называемые,называть,ipf,partcp,tran,pl,praes,,,pass
выражающими,выражать,ipf,partcp,tran,pl,praes,,,act
обгрызенные,обгрызть,pf,partcp,tran,pl,praet,,,pass
показана,показать,pf,partcp,tran,sg,praet,,,pass
отвергаемое,отвергать,ipf,partcp,tran,sg,praes,,,pass
показана,показать,pf,partcp,tran,sg,praet,,,pass
обновлённого,обновить,pf,partcp,tran,sg,praet,,,pass
обветшавшее,обветшать,pf,partcp,intr,sg,praet,,,act
поражён,поразить,pf,partcp,tran,sg,praet,,,pass
протянутой,протянуть,pf,partcp,tran,sg,praet,,,pass
скреплён,скрепить,pf,partcp,tran,sg,praet,,,pass
убившего,убить,pf,partcp,tran,sg,praet,,,act
представлены,представить,pf,partcp,tran,pl,praet,,,pass
запущенный,запустить,pf,partcp,tran,sg,praet,,,pass
порвана,порвать,pf,partcp,tran,sg,praet,,,pass
пришиты,пришить,pf,partcp,tran,pl,praet,,,pass
обусловлена,обусловить,pf,partcp,tran,sg,praet,,,pass
поражённый,поразить,pf,partcp,tran,sg,praet,,,pass
создан,создать,pf,partcp,tran,sg,praet,,,pass
убеждёнными,убедить,pf,partcp,tran,pl,praet,,,pass
исцелён,исцелить,pf,partcp,tran,sg,praet,,,pass
замечено,заметить,pf,partcp,tran,sg,praet,,,pass
обязан,обязать,pf,partcp,tran,sg,praet,,,pass
уволенный,уволить,pf,partcp,tran,sg,praet,,,pass
отображающим,отображать,ipf,partcp,tran,sg,praes,,,act
влюблён,влюбить,pf,partcp,tran,sg,praet,,,pass
сокращённых,сократить,pf,partcp,tran,pl,praet,,,pass
утраченная,утратить,pf,partcp,tran,sg,praet,,,pass
создан,создать,pf,partcp,tran,sg,praet,,,pass
прерванный,прервать,pf,partcp,tran,sg,praet,,,pass
закрытое,закрыть,pf,partcp,tran,sg,praet,,,pass
понят,понять,pf,partcp,tran,sg,praet,,,pass
предложенные,предложить,pf,partcp,tran,pl,praet,,,pass
понят,понять,pf,partcp,tran,sg,praet,,,pass
занятая,занять,pf,partcp,tran,sg,praet,,,pass
напившегося,напиться,pf,partcp,intr,sg,praet,,,med
организовано,организовать,pf,partcp,tran,sg,praet,,,pass
загоревшейся,загореться,pf,partcp,intr,sg,praet,,,med
влюблён,влюбить,pf,partcp,tran,sg,praet,,,pass
защищённых,защитить,pf,partcp,tran,pl,praet,,,pass
терзающие,терзать,ipf,partcp,tran,pl,praes,,,act
взбешена,взбесить,pf,partcp,tran,sg,praet,,,pass
написано,написать,pf,partcp,tran,sg,praet,,,pass
поваленных,повалить,pf,partcp,tran,pl,praet,,,pass
усыхающих,усыхать,ipf,partcp,intr,pl,praes,,,act
обеспеченных,обеспечить,pf,partcp,tran,pl,praet,,,pass
снятые,снять,pf,partcp,tran,pl,praet,,,pass
принятых,принять,pf,partcp,tran,pl,praet,,,pass
растущих,расти,ipf,partcp,intr,pl,praes,,,act
оставшийся,остаться,pf,partcp,intr,sg,praet,,,med
соединена,соединить,pf,partcp,tran,sg,praet,,,pass
обвисшем,обвиснуть,pf,partcp,intr,sg,praet,,,act
послан,послать,pf,partcp,tran,sg,praet,,,pass
отдано,отдать,pf,partcp,tran,sg,praet,,,pass
становящейся,становиться,ipf,partcp,intr,sg,praes,,,med
прокажённая,проказить,pf,partcp,tran,sg,praet,,,pass
наряжённый,нарядить,pf,partcp,tran,sg,praet,,,pass
назначен,назначить,pf,partcp,tran,sg,praet,,,pass
явлена,явить,pf,partcp,tran,sg,praet,,,pass
окрашенные,окрасить,pf,partcp,tran,pl,praet,,,pass
пудривших,пудрить,ipf,partcp,tran,pl,praet,,,act
выделяемую,выделять,ipf,partcp,tran,sg,praes,,,pass
полированными,полировать,ipf,partcp,tran,pl,praet,,,pass
занимающихся,заниматься,ipf,partcp,intr,pl,praes,,,med
озарённому,озарить,pf,partcp,tran,sg,praet,,,pass
снизошедший,снизойти,pf,partcp,intr,sg,praet,,,act
пишущих,писать,ipf,partcp,tran,pl,praes,,,act
привлекающее,привлекать,ipf,partcp,tran,sg,praes,,,act
связано,связать,pf,partcp,tran,sg,praet,,,pass
составляющая,составлять,ipf,partcp,tran,sg,praes,,,act
горящему,гореть,ipf,partcp,intr,sg,praes,,,act
исполняющим,исполнять,ipf,partcp,tran,sg,praes,,,act
утраченные,утратить,pf,partcp,tran,pl,praet,,,pass
заливших,залить,pf,partcp,tran,pl,praet,,,act
принятые,принять,pf,partcp,tran,pl,praet,,,pass
уроненный,уронить,pf,partcp,tran,sg,praet,,,pass
положено,положить,pf,partcp,tran,sg,praet,,,pass
включающий,включать,ipf,partcp,tran,sg,praes,,,act
брошенную,бросить,pf,partcp,tran,sg,praet,,,pass
зарумянившихся,зарумяниться,pf,partcp,,pl,praet,,,med
вложенные,вложить,pf,partcp,tran,pl,praet,,,pass
расходуемые,расходовать,ipf,partcp,tran,pl,praes,,,pass
изорванную,изорвать,pf,partcp,tran,sg,praet,,,pass
считанные,считать,ipf,partcp,tran,pl,praet,,,pass
заведено,завести,pf,partcp,tran,sg,praet,,,pass
вылепленными,вылепить,pf,partcp,,pl,praet,,,pass
подтвердившим,подтвердить,pf,partcp,tran,sg,praet,,,act
привыкшие,привыкнуть,pf,partcp,intr,pl,praet,,,act
называемая,называть,ipf,partcp,tran,sg,praes,,,pass
расшиты,расшить,pf,partcp,tran,pl,praet,,,pass
завязанными,завязать,pf,partcp,,pl,praet,,,pass
поднявшегося,подняться,pf,partcp,intr,sg,praet,,,med
заключённому,заключить,pf,partcp,tran,sg,praet,,,pass
сгущённого,сгустить,pf,partcp,tran,sg,praet,,,pass
выполняемый,выполнять,ipf,partcp,tran,sg,praes,,,pass
крыто,крыть,ipf,partcp,tran,sg,praet,,,pass
переброшенный,перебросить,pf,partcp,tran,sg,praet,,,pass
решающая,решать,ipf,partcp,,sg,praes,,,act
отбытого,отбыть,pf,partcp,tran,sg,praet,,,pass
задыхающиеся,задыхаться,ipf,partcp,intr,pl,praes,,,med
покушавшемуся,покушаться,ipf,partcp,intr,sg,praet,,,med
запрятано,запрятать,pf,partcp,tran,sg,praet,,,pass
приговорён,приговорить,pf,partcp,tran,sg,praet,,,pass
законсервирована,законсервировать,pf,partcp,tran,sg,praet,,,pass
отработанной,отработать,pf,partcp,tran,sg,praet,,,pass
свидетельствующих,свидетельствовать,ipf,partcp,intr,pl,praes,,,act
поменявший,поменять,pf,partcp,tran,sg,praet,,,act
мешавших,мешать,ipf,partcp,intr,pl,praet,,,act
одета,одеть,pf,partcp,tran,sg,praet,,,pass
связана,связать,pf,partcp,tran,sg,praet,,,pass
прислонённые,прислонить,pf,partcp,,pl,praet,,,pass
заявленных,заявить,pf,partcp,tran,pl,praet,,,pass
оставшуюся,остаться,pf,partcp,,sg,praet,,,med
приближавшуюся,приближаться,ipf,partcp,intr,sg,praet,,,med
подготовленной,подготовить,pf,partcp,tran,sg,praet,,,pass
обещанный,обещать,ipf,partcp,tran,sg,praet,,,pass
возникшие,возникнуть,pf,partcp,intr,pl,praet,,,act
голосующего,голосовать,ipf,partcp,tran,sg,praes,,,act
запрятанные,запрятать,pf,partcp,tran,pl,praet,,,pass
распахнутого,распахнуть,pf,partcp,,sg,praet,,,pass
наступившей,наступить,pf,partcp,,sg,praet,,,act
подкреплённый,подкрепить,pf,partcp,tran,sg,praet,,,pass
совершаемым,совершать,ipf,partcp,tran,sg,praes,,,pass
арестован,арестовать,pf,partcp,tran,sg,praet,,,pass
переплетённых,переплести,pf,partcp,tran,pl,praet,,,pass
приведёнными,привести,pf,partcp,tran,pl,praet,,,pass
оскорблённого,оскорбить,pf,partcp,tran,sg,praet,,,pass
разодранный,разодрать,pf,partcp,tran,sg,praet,,,pass
зажжённого,зажечь,pf,partcp,tran,sg,praet,,,pass
бракованный,браковать,ipf,partcp,tran,sg,praet,,,pass
заложенного,заложить,pf,partcp,tran,sg,praet,,,pass
вырвавшиеся,вырваться,pf,partcp,intr,pl,praet,,,med
идущие,идти,ipf,partcp,intr,pl,praes,,,act
потрясающую,потрясать,ipf,partcp,tran,sg,praes,,,act
разравнивающей,разравнивать,ipf,partcp,tran,sg,praes,,,act
построенного,построить,pf,partcp,tran,sg,praet,,,pass
осмысленные,осмыслить,pf,partcp,tran,pl,praet,,,pass
потраченное,потратить,pf,partcp,tran,sg,praet,,,pass
проявленной,проявить,pf,partcp,tran,sg,praet,,,pass
переходящему,переходить,ipf,partcp,tran,sg,praes,,,act
гибнущего,гибнуть,ipf,partcp,intr,sg,praes,,,act
желающих,желать,ipf,partcp,tran,pl,praes,,,act
оттягивающими,оттягивать,ipf,partcp,tran,pl,praes,,,act
построенный,построить,pf,partcp,tran,sg,praet,,,pass
называемые,называть,ipf,partcp,tran,pl,praes,,,pass
напряжённой,напрячь,pf,partcp,,sg,praet,,,pass
