"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9"
"печатать ipf",-0.0395216224769519,0.10951434272593,-0.00828833121102749,0.0306096088324718,-0.00295952713906873,-0.00214052366814828,-0.0143471460301155,-0.000799552973491377,2.52185425320128e-16
"писать ipf",-0.0659127768015982,0.0945104158942013,-0.0302566160554083,0.0271785596682666,0.0443400738256733,-0.0136141889748633,-0.00229467142549668,-0.00614855861045416,1.00830802041152e-16
"питаться ipf",-0.10254949121467,0.0955134672476307,-0.067747272736522,0.032435224026725,-0.0161980828811428,0.0362832644996443,-0.00910541429985403,-0.00310322039825166,2.50017020975157e-16
"пить ipf",-0.0640962616187389,0.0506080938065773,-0.113161086939757,0.0289016549526283,0.0458315670452687,-0.0152560973061507,-0.00707715800350799,-0.00383392182145162,1.2793585635329e-17
"планировать ipf",-0.27485736042371,0.208570691422894,0.0629570420334383,0.00522990811707983,-0.00375504192203881,-0.0455849007076268,0.039514185876377,0.072954509055432,-1.46757606067638e-15
"платить ipf",-0.227061802490171,0.0681859433789774,-0.167498063587577,0.0865672629769119,0.0384074474715024,0.00204883665856021,-0.00554059136191044,-0.00683776569060588,4.37367156380652e-16
"плевать ipf",-0.186770108893004,-0.0716912374097891,-0.346259318184527,0.0954649890240447,0.0165761728091472,-0.00525628679534396,-0.0111333110289591,-0.00493988152498428,2.4307812707125e-16
"победить pf",-0.00469975112798302,-0.0694371241044136,0.00967695593839427,0.0222272001929835,-0.0115989593583304,-0.00773465255827477,0.0526348400086855,-0.0363734112988438,-5.5272626753311e-16
"повезти pf",0.430905032081017,0.0921855706646346,0.114563272531054,0.0204068818206888,0.0202870143430103,-0.0106891817084333,-0.013261985741448,0.012560393323209,3.26344853918137e-16
"поверить pf",-0.0131644233080467,-0.0158920469905842,-0.148666673305424,-0.0551403604449774,0.0941247078492188,-0.00412684879791931,-0.00233874007952498,-0.0025456341179181,-5.86119694445664e-16
"повесить pf",0.182424003867294,-0.0852868745533247,0.0271539368692025,0.0243810829887591,0.00459834481171735,-0.0042937603709486,-0.00785491375065826,0.00505562739703443,5.24103330179493e-16
"повести pf",0.415135473874699,0.07192945759567,0.0833126170347102,0.0213234596903896,0.0149374393757148,-0.0108311823784467,-0.0102420733465024,0.00995120928360875,2.36139233167343e-16
"повторить pf",0.352935011592333,-0.0103394390357486,-0.00642084951186017,-0.00725362443958167,0.0264528414426887,-0.0120516397518205,-0.00670256323464336,0.00642195626116907,-1.53739868058445e-16
"повторять ipf",-0.084852190451516,0.150456197855271,0.0378236410033681,-0.020977172717766,-0.0205232031809832,0.0379164150555253,-0.00195399328417312,-0.00528788798016871,-1.21864324187371e-16
"повысить pf",-0.0628198567492767,-0.17432818150345,-0.234383429839361,0.0901689195822746,-0.0110521111321277,-0.0069405166658317,-0.0128777254885054,0.000269998678440251,6.22982568310171e-16
"погибнуть pf",0.238819012311898,0.0246311762678311,0.0190246688325498,-0.0126517662775293,-0.00984813885281946,-0.043178800444177,0.133690963411497,-0.0832719892604075,-2.6851351003776e-15
"погладить pf",0.358266789998768,-0.0245511941542931,-0.0673167013513613,0.0277982419520431,0.0101435162430072,-0.0140511803053034,-0.0150143050423827,0.0103032808909209,8.56519716263549e-17
"поглядеть pf",0.344483715224717,0.00491329748055026,0.0109140363970554,-0.0790094548086939,0.0135460758208001,0.0190485560903021,-0.0141359573762016,0.0104147990639671,-4.34765071166687e-16
"подавать ipf",-0.0975137902982756,0.0196432502311493,-0.104451152501088,-0.0959729582046764,0.0207987510638165,-0.0163108731871361,-0.00630134010233005,0.0105515116068529,-1.10024836463829e-15
"подавлять ipf",-0.205570631777531,-0.0281457662648379,-0.0274151507923525,-0.327568891334965,-0.307272383110007,-0.428199115893297,-0.124564070835328,-0.0148939386758521,-3.38379498032726e-15
"подарить pf",0.189000636641509,-0.112419832753175,0.0252505997518728,0.0228273716370289,0.0148232381269738,-0.0139981539879135,-0.000173265737832134,0.00101619680929883,4.0614213381307e-16
"подать pf",0.131964179648296,-0.0724979322032973,-0.0882585407294597,0.0209947933425653,0.0247919745531658,-0.0109320265322671,-0.00254713516641255,-0.000494021714400236,3.18755438710738e-17
"подвести pf",0.12563532867704,-0.0310529188534723,-0.0249774454090451,0.023632617413781,0.00640849714101999,0.00459227259025051,-0.0120516265659939,0.00529600709993154,3.87927537315313e-16
"подготовить pf",-0.138150763780692,-0.351096773253376,0.0590981680416376,0.0306873611075665,-0.0104061312501509,0.000933845283979856,-0.00176934901264087,-0.00104714308069159,1.36024004560031e-15
"поддержать pf",0.0391795059260139,-0.0277829104705753,-0.0987359229718504,0.0562424821038167,0.0148619602501077,-0.00996626192502475,0.00516228073448232,-0.0076913242385565,1.18611717669914e-16
"поддерживать ipf",-0.227368345757906,0.081914180613531,-0.0848902067444459,-0.0147341377607595,-0.0609542748522861,-0.0362216236681162,0.00448299626664138,0.0346439333651225,-1.11022302462516e-15
"поделиться pf",-0.00765696391019309,-0.134963339831713,-0.359928836137551,0.0776461330864227,0.0041900091057753,-0.0119665410163074,-0.0140719202518354,-0.000167554404134605,5.09575021068187e-17
"поднимать ipf",-0.0630057019110568,0.0693715601265046,-0.0301832770457807,-0.0890822487217631,-0.122241453074013,0.10710584607011,-0.0101019518883812,-0.00112120197069923,-5.37113756249319e-16
"подниматься ipf",-0.00498723656739211,0.127938185765224,0.0192541962947165,0.00914546437933877,-0.0281443276242303,0.0446728980209464,-0.00949412268597099,-0.000573711971328163,2.29200339263436e-16
"поднять pf",0.27933469084981,-0.0707088069569262,0.00768074081733228,-0.0133597570658574,-0.0278029042721731,0.0136610140723827,-0.00744923619659276,0.00476498263246565,4.18502038579405e-17
"подняться pf",0.395901025802597,-9.7041230052172e-05,-0.016520935804292,0.0169601057973985,-0.0045418661714143,-0.00492665598783825,-0.0150890635829913,0.0110605702195422,5.09575021068187e-17
"подобрать pf",-0.106249395337071,-0.178013069555946,-0.000125229177815112,0.0115978443909559,-0.00830116022222983,0.0172763922449288,-0.00528553068129923,-0.0012023249941549,7.2403021078582e-16
"подойти pf",0.431885856243909,0.0169979160075635,0.0335197803568872,-0.0137479131283198,0.00544604426673261,-0.00516677084079177,-0.0051371933182531,0.00643457816987011,-2.01011082778813e-16
"подписать pf",-0.113069199908199,-0.107522765254385,0.104813897265089,0.0174679394187307,0.0270062525156282,0.00316512109983509,0.00666502215094115,-0.00649918536128123,7.84311851576014e-16
"подтвердить pf",0.363009880639799,-0.0331252201630248,0.0478534509985096,0.0117898146511825,0.00807549223099419,-0.0161067693415989,0.00408419863180076,0.000536315428082776,-4.01154803819637e-17
"подтверждать ipf",-0.323636866559867,0.250690823967448,0.13509594357677,-0.0721921586722636,-0.0757301489047106,-0.113015113244402,-0.0330673024110194,-0.00729626752193118,-7.41485865762836e-16
"подумать pf",0.306552495657228,-0.00274871925625389,-0.0267030874940145,-0.0462601844645869,0.0260412644923208,0.0059788711065273,-0.0138021928642629,0.00951203374036987,-2.89048299184635e-16
"подхватить pf",0.388425705717495,-0.0327967566725004,0.0751985234710736,0.00226502865818114,-0.00436917147028363,-0.00407303322545266,-0.00906407363087763,0.00910160062218978,2.55221191403088e-16
"подходить ipf",-0.164146624704164,0.207633762366153,0.103138304020362,-0.042816677950722,-0.0207906668598847,-0.015894826257067,-0.0080252946360216,-0.0124093196504111,-3.54967791271754e-16
"подчеркнуть pf",-0.0622109289719738,-0.291793487400708,-0.0134985292333042,0.03146392638217,-0.0154639694565202,0.0052385332112188,-0.0121122774926548,0.00455089062062689,1.10566937550072e-15
"подчиняться ipf",-0.104964076091793,0.0860506169653033,-0.0549072892581658,-0.027369546016313,-0.0377162115715558,0.0621866780025091,-0.00951398080699266,-0.00341214295030291,-8.30498864123896e-17
"поесть pf",-0.0315175537276426,-0.0714719340206775,-0.245119623063653,0.0327152167140405,-0.017772265667679,0.0177920083312378,-0.012768849375135,-0.00092614924327605,-3.25260651745651e-18
"пожалеть pf",0.143783652834009,0.0709230525303715,0.00462477462673747,-0.0212507300226308,0.0515847395430395,0.00192125561378154,-0.00364860758995959,0.00119140753738543,-1.7802599672212e-16
"пожать pf",0.543694608389167,0.0178153412930721,0.0701387933046407,-0.0103713092376306,-0.0140891107712628,-0.000918665417979879,-0.0161514641213223,0.0150550651247812,7.15573433840433e-18
"позвать pf",0.227990770464615,0.0206908724936345,-0.039033470715683,-0.0123703318195288,0.0590821523375143,-0.0108210498465607,-0.0122066634316278,0.00793111728692099,-8.08814820674186e-17
"позволить pf",-0.100736711182842,0.0766561753102635,-0.0168225212713816,-0.0881208105628311,0.124215478983936,0.00517458073880775,0.00459931030831827,-0.006120503061098,-5.97829077908507e-16
"позволять ipf",-0.363154647547935,0.311756178374852,0.170509419346764,-0.0167575438953125,-0.0178714853434512,-0.101175292575657,-0.0235029117440428,-0.0165448779052612,-1.64148208914305e-16
"позвонить pf",0.215149603340579,0.040678739423044,-0.0142679807425793,-0.0171968107437592,0.0538542871393049,-0.00517175347754635,-0.0104157125490207,0.00663537483402208,-6.91720986045752e-17
"поздороваться pf",0.399847231725798,-0.00292907028432516,0.00497923770114915,-0.0341089703145619,-0.0459375422418123,0.0270864858876873,-0.0157441601887764,0.0104502934866156,-2.33537147953378e-16
"поздравлять ipf",-0.502738217929226,0.376392238845764,0.154648624592049,0.0637073105543105,0.0315971560323005,0.0503641840963469,0.0173201558917399,-0.0236354326251699,6.31656185690055e-16
"познакомиться pf",0.226932060968501,-0.068828353490294,-0.163831569573017,0.0101519376220782,0.00895386547152292,-0.0037778951269604,-0.0147019506813681,0.00670709784040282,-1.64148208914305e-16
"поинтересоваться pf",0.474000900716791,-0.00111739779134194,0.0173165124922819,-0.00898321967043853,0.0335959094040995,-0.0188092365024144,-0.0151713735887602,0.0141795757985701,-9.47592698752331e-17
"пойти pf",0.212109457832103,0.0850888513882097,0.0445971496153561,-0.022807689656957,0.0674813339292259,-0.00490469182209041,-0.0101667763577715,0.00738560524926129,-2.53703308361608e-17
"показать pf",0.0433292469501572,-0.0887750092285728,-0.00438778095686463,-0.0158145832910871,0.0425296381049329,0.000403771792325885,-0.00695449645825267,0.00286520198624501,2.84711490494693e-16
"показаться pf",0.456180062744307,0.00466147853820672,0.0042893827958113,0.0297014347398262,0.0108218946018177,-0.0186814097321568,-0.0153074391960297,0.0130245492078523,2.22261445359528e-16
"показывать ipf",-0.238764249863925,0.188994286445254,0.0358551975844143,-0.0228624699548504,-0.0489033691339573,0.0700014754040416,-0.00677479886372504,-0.00696815873490157,6.37510877421477e-17
"покидать ipf",-0.0200827426801713,0.0530488690306522,-0.0362857329743178,-0.0560442947787359,-0.0921448942229568,0.0331501534866506,0.0281489955725312,-0.0187724387933667,-1.2490009027033e-15
"покинуть pf",0.0842005172644767,-0.133054419597178,-0.116217601232675,0.0184352058379456,-0.0394161077897484,0.000651262049221911,0.0317304849722867,-0.0243755802471992,-5.58364118830035e-16
"покрыть pf",-0.377197595573781,-0.551174649480082,0.328542071046632,0.0122006295101133,0.00706259285388313,0.00347257054208543,0.000897933198151773,0.000636149027269646,2.63699652391924e-15
"покупать ipf",-0.123719319266239,0.0728497821285445,-0.109900100812526,0.036711419761929,0.0408866779120187,0.00916294993380309,-0.00677127087697684,-5.59209867658705e-05,1.43439947419832e-16
"полагать ipf",-0.270299699900311,0.19061946409944,0.0115237586507787,0.0142531013672896,-0.0369202520395889,0.059611175869726,-0.00180354537379028,-0.0115990137196333,1.8626593323301e-16
"полагаться ipf",-0.099724004372393,0.266690292622093,0.149947203851648,0.0478795597901166,0.033952825258021,0.0252435488137586,-0.00512203047044285,-0.00198910059346357,6.89335741266284e-16
"полететь pf",0.267355687741586,0.123297808913444,0.0964103845178383,0.0252777257963171,0.0329443310073204,-0.00416253506802508,-0.0110501915538715,0.00828087434046641,3.14635470455293e-16
"положить pf",0.180922591820222,-0.100093802084927,0.00727192500553285,-0.0866354015049597,0.00970974357045245,0.0226324570518971,-0.00468180832308633,0.00281337799828259,-3.35885833036009e-16
"получать ipf",-0.23505652147075,0.168692788018699,0.00349262433889975,0.0268985780849144,0.0145472835202616,-0.00717330579372328,0.0370122102899394,0.0393884202632246,-9.19403442267708e-16
"получаться ipf",-0.273968133582876,0.355380189825155,0.194439642756973,0.075091936019425,0.055259506750608,0.0273316708007064,-0.00161785852951123,-0.00646773920146418,9.66891497422573e-16
"получить pf",-0.00082759670650052,-0.131906633500763,-0.0199759181894272,0.0183327215579625,-0.0216432236575709,0.00528978967300858,0.0212937440703065,-0.0171299903970761,1.2793585635329e-17
"получиться pf",0.28305784539761,0.11639261931587,0.0872927975368243,0.0400676736389473,0.0220031919066088,-0.00542179145768278,-0.0115071419823324,0.00841540402295541,4.51244944188467e-16
"пользоваться ipf",-0.214903423122351,0.0769498179583438,-0.11293779809355,-0.00471827126202809,-0.0579986134693094,0.0705854003831984,-0.00906697121093339,-0.00700293723310056,-1.36609473733174e-17
"поместить pf",-0.027611826730686,-0.219282179403043,-0.0240004451829137,0.0436392838422923,0.00346977888544785,-0.00577029120632602,-0.00610227314661974,0.00109842338206531,8.76685876671779e-16
"помешать pf",-0.000130740389243425,0.0429436578422175,-0.0927840153352549,0.0818490978272436,0.0163961097689695,-0.00582773171780427,-0.00345716131663241,-0.00357507070951419,3.84024409494366e-16
"помогать ipf",-0.023680304084431,0.0994240372453293,-0.0248783130117176,0.022132048220016,-0.00477557521562283,-0.00839686858320692,-0.00312053564833445,-0.00796941585255825,-7.04731412115578e-17
"поморщиться pf",0.562719158052366,0.0240558674286909,0.0885010013579905,-0.017637042679512,-0.0221382381174595,0.00394294282437436,-0.0163129805394845,0.0154317261536257,-4.55364912443912e-18
"помочь pf",-0.125866270702355,0.000429151803884481,-0.199430582528424,0.013370422687752,0.0752178378263681,-0.00439487585334238,-0.00837107901414194,-0.00218586190222416,-1.08637057683048e-16
"понести pf",0.324083193546125,-0.00222128324789682,0.0805329904147556,0.0309513319024572,0.0124835417819482,-0.0132520623687794,-0.00650301053121343,0.00683803377750898,4.01154803819637e-16
"понимать ipf",-0.269161073333696,0.286458962613861,0.128368090199418,0.0335634252148084,0.00757841759156905,0.036206026283689,-0.00127209376197523,-0.00835867631165726,4.68809019382732e-16
"понравиться pf",0.41155520748022,0.0550969886734129,0.0540514359394448,0.0329957810289553,0.0136077363452957,-0.0135032893998003,-0.0139182913540101,0.0118293441326835,3.12467066110322e-16
"понять pf",0.187959230087899,-0.0303536058237571,-0.120819348448709,0.0280685048649921,0.0137599275574591,-0.00574326334656486,-0.011699240882385,0.00472316000381709,4.53196508098941e-17
"пообещать pf",0.426772616988525,-0.00558456432396715,0.0150518509404069,-0.0356341635490403,-0.0275770360258113,0.0109761536163265,0.000362501088107175,0.00175176011123656,-4.78566838935102e-16
"попадать ipf",-0.115956059643402,0.22937698305967,0.126064238237087,-0.00538438499555123,-0.024598801123274,0.0207571201368528,-0.0102967680453966,-0.00550915035981036,1.58510357617381e-16
"попадаться ipf",0.039619598307139,0.143233726778837,0.0375316032079266,0.0392789648610872,0.0456707906702526,0.00286166379582845,-0.00850057660850261,0.0021869739623488,3.9790219730218e-16
"попасть pf",0.236656085753667,-0.0262025316524193,-0.0776169658122886,0.00556913033496826,-0.0218192887037258,-0.0173970394459227,0.0601172092085112,-0.0393356880575101,-1.42008800552151e-15
"попасться pf",0.310389665021425,0.0960979994570399,0.082831251001123,0.00720773490405613,0.0320234668964141,-0.00369430692006549,-0.0119344257703685,0.00952907898960975,2.29200339263436e-16
"поправить pf",0.295697018955782,-0.020862731276549,-0.0918508927584257,0.047412979863329,0.0054619952273123,-0.0133758152976882,-0.0144947882244262,0.00838486127620774,1.4810201676152e-16
"попробовать pf",-0.171391891637234,-0.0300109208333705,-0.159383307010378,-0.245007812949576,0.237582133652436,0.00215010289372102,-0.00661974409715897,0.00174720353493436,-1.61437703483092e-15
"попросить pf",0.331398781387475,0.0256195320094951,0.00177321324551019,0.0050826248758636,0.0201734509674298,-0.00554010190711178,-0.0136114685616135,0.00990296060980941,2.66713734431434e-17
"попытаться pf",0.189722412107963,0.0202155588460508,-0.0643851939169995,0.0203311794865408,0.0283053434212058,-0.00476081969373893,-0.0123976066731642,0.00605483089560734,9.25908655302621e-17
"поражать ipf",0.00453279136621192,0.156657576933988,0.0826386102852266,-0.00281364363175602,-0.0160144522787134,-0.0354043947088948,0.0147516161918944,0.00095331437830389,-6.52256026967279e-16
"поразить pf",0.137405784050553,-0.144886504492566,0.145521754930253,0.00155026334862464,-0.00242309435757332,-0.0199256580568701,0.0522649471616689,-0.0304248798405224,-2.54353829665099e-16
"поручить pf",0.00387800518800955,-0.180904515363115,0.105466849574722,0.0422434510409957,0.00686029888812647,-0.00242479486209412,-0.0106315044518963,0.00630412955013435,1.28608061700231e-15
"посадить pf",0.0057592464994753,-0.0338713689352131,0.00276217799730484,0.0350731195311341,0.0265679087036161,-9.52895979733588e-05,-0.00750608223518854,0.00170341014150095,5.81782885755722e-16
"посвятить pf",-0.310069651602288,-0.521880515053658,0.310293509875479,0.0107887580323021,0.00979803909930069,-0.000641238992068062,0.00201171407863212,0.000515428144673204,2.44270749460984e-15
"поселиться pf",0.364167666327932,-0.0204116067459709,-0.0662254719555739,0.0450032840081758,-0.000536329204206982,-0.0145184728165671,-0.0151744425929478,0.0101608184437945,2.22261445359528e-16
"посетить pf",0.0447811488545617,-0.101260468478424,-0.211676926165906,0.0165963093579636,-0.0237499838220285,-0.0175276575589902,0.0700221684683455,-0.0501154560591967,-1.61437703483092e-15
"посещать ipf",-0.0489074813620079,-0.00280335596093194,-0.141640833011073,0.0145999653164468,-0.0143116576646382,-0.0284132437259783,0.0718881409379272,0.000569049556335993,-1.92380833485828e-15
"послать pf",0.0643088552567741,-0.0372584172384167,0.00123253832725129,0.0201922250937796,0.0368142655539977,-0.00959357423239029,0.00403458423012993,-0.00414100608891844,2.05347891468755e-16
"последовать pf",0.233920435355753,0.0559971876700737,0.0359307230822047,-0.00419301807976921,0.00749097648145109,-0.0247200227719798,0.0742484691741394,-0.0461240940000777,-1.49641583846449e-15
"послушать pf",-0.173123225845797,-0.128242572612132,-0.236126543605175,-0.385498752911297,0.304231833134901,0.00606489074727191,-0.00726107081929267,0.00374934615674283,-2.59492947962681e-15
"послышаться pf",0.627813247850744,0.020325085240383,0.0926668303844504,0.00991581756130146,0.00750680317800132,-0.0212717925640443,-0.0165358400999022,0.0177898320862311,2.08383657551714e-16
"посмотреть pf",0.211120616492915,-0.00593718216892571,-0.0552241781958679,-0.0741651283127857,0.0789872864439204,-0.00337679351920539,-0.0102783954656179,0.00699128152529891,-5.27139096262452e-16
"посоветовать pf",0.362982955318701,0.0252386145162685,0.0232502372408849,-0.0250957331260491,0.0490562804721251,-0.0163743693709994,-0.00107327424007788,0.00393435609674006,-3.72315026031522e-16
"поставить pf",0.065871316258762,-0.157772285733337,-0.0124706494271858,0.00969350922379212,0.00393790754508435,0.00174787149376207,-0.00594835243260442,0.00201401787756126,4.88107818052974e-16
"постараться pf",-0.135249513186092,0.140143851986714,0.0424005998547912,-0.149776621642703,0.181848575408245,0.0108275872761766,-0.00468151645645084,0.00111331361392238,-7.05381933419069e-16
"постоять pf",0.140420735656013,-0.0610908570755328,-0.052786961476368,-0.343271891503924,0.247037848316861,0.00373883021051925,-0.00966285580189423,0.0110021149829444,-2.14867186543177e-15
"построить pf",-0.212432919307097,-0.292564659847723,0.0703532765660204,0.0379440856825763,0.0125817354696203,0.00250367639698957,-0.00918602470356398,0.0026359035636855,1.53588079754297e-15
"поступать ipf",-0.257942821852161,0.101120170578169,-0.07260755859723,-0.0117460147021823,-0.0386709119782061,-0.126491520875651,-0.0335433458741158,-0.0120670950207749,-5.24970691917481e-16
"поступить pf",0.21901018098231,-0.0115411794451388,-0.0777994774694084,0.0247626678533953,-0.00700924297207786,-0.0205602564440732,0.0456793018657465,-0.0303463374466718,-9.92044987824237e-16
"постучать pf",0.59322663577725,0.00149230117393027,0.0561776650697172,0.00841901009168443,0.0114350897587417,-0.0219224610549741,-0.0165292541913148,0.0169256333866257,1.32055824608734e-16
"посылать ipf",-0.116801368479112,0.124505753124635,-0.0246917328472527,0.024454627875191,-0.0016933045071164,0.0156645652559045,0.0051704036061662,0.018374974602784,-1.89084858881472e-16
"потерять pf",0.171892968550827,-0.0757582952135937,-0.0194702222307345,-0.00474904847661429,-0.0350542922765334,-0.00181345437501388,0.0473773837852255,-0.0314745359083349,-8.97936239252495e-16
"потребовать pf",0.196800279723935,0.0856820337256609,0.0248683493882855,0.0315381091483705,0.0169321871809907,-0.00355785868594343,0.00217325158457963,-0.00236446733692997,3.70797142990043e-17
"потребоваться pf",-0.172950110750685,0.32148455696206,0.188068498090681,0.0671963244225398,0.0503372438868073,0.0221973058279668,-0.00321236804890662,-0.00373896276722748,8.97502558383501e-16
"потрясать ipf",-0.248855587814522,0.0115802924985797,0.0274843078580561,-0.340906240962637,-0.299448436795605,-0.566944941168515,-0.157822277346577,-0.0102396702772811,-3.5225728584054e-15
"потрясти pf",0.121697712943963,-0.0988121687446433,0.148495124840208,0.0144216287863863,0.00772880670357828,-0.0179415066123329,0.0400819402377229,-0.0232490515985909,2.7972416050126e-17
"потянуть pf",0.344801926536526,0.0683160675725994,0.0583511044507263,0.00896658260911239,0.0150721334609308,-0.00164608605414848,-0.0130272802975976,0.0101028731509673,1.61979804569334e-16
"потянуться pf",0.485447882257583,0.0518873259859884,0.0881901241009296,0.00299427873990349,0.00676360476247122,-0.00693217128946611,-0.0146907634874031,0.0138462893712118,1.06468653338077e-16
"похоронить pf",-0.0730300306642006,-0.168105335657157,0.0609477604111577,0.0345060295949969,0.0184632602026084,0.000609452546958173,-0.00984419292875101,0.00401994088753565,1.13342495111635e-15
"поцеловать pf",0.31501480993424,0.00996868365996432,-0.0169932074349654,-0.0227063202602506,0.0302457522374757,-0.00209878094929314,-0.0136014559039798,0.00974600539960642,-1.03866568124111e-16
"почувствовать pf",0.394299011539878,0.00072371060621925,-0.00280633988614349,-0.00394721196324967,-0.0269775610089634,0.010415062461414,-0.0141198809934388,0.00987545975862607,-4.61870125478825e-17
"появиться pf",0.424973546991566,0.0633317268787331,0.0733753232501243,0.023471257992026,0.0158108281318339,-0.0118200598762745,-0.0138322635751211,0.0122873984825929,2.17490955800592e-16
"появляться ipf",-0.105025203453113,0.228096753903786,0.092570623628403,0.0594765922632116,0.029306846702713,0.0208067244485949,-0.00589739931230195,-0.00228093486450463,6.40763483938933e-16
"пояснить pf",0.407360745825305,0.0246955188479705,0.0263833209334342,-0.0030869229603178,0.0280253184715804,-0.0115567014531377,-0.0141901186168344,0.0121799826289347,3.70797142990043e-17
"превратить pf",-0.12264283031124,-0.158988890850505,-0.164633367346695,0.0245462519683571,-0.0478340340092569,0.0238721698468869,0.0105518112236076,-0.0155170346691992,-4.27175655959289e-17
"превратиться pf",0.22525864803192,0.025144999526821,-0.047021522937404,0.0301643028918017,-0.0118425316286494,0.00763604833458361,-0.0132447088664132,0.00610761173647508,2.08383657551714e-16
"превращаться ipf",-0.188743831442506,0.190068208071382,0.0296191380915829,0.0233000663923411,0.0101339804180388,0.0416025697791764,-0.00613401621561841,-0.00488376818424433,3.56268833878737e-16
"превышать ipf",-0.405719175936428,0.24561584628999,0.0710249848060285,-0.0162309680554861,-0.0407651223235056,-0.13729448536636,-0.0439173815061275,-0.0114050933631228,-2.0794997668272e-16
"предлагать ipf",-0.234470367299459,0.231698411488548,0.125486977604401,-0.0221560146076211,-0.00555325198051667,-0.00767370410510667,0.0759907246519376,0.107925216793861,-2.24820162486594e-15
"предложить pf",0.187780854650564,-0.13395252448654,0.0688407157999448,0.0223463888078672,0.0108666655294901,-0.0117209183555542,-0.00363526789954495,0.00397484858338898,6.40763483938933e-16
"предназначить pf",-0.412569089874979,-0.779060458500188,0.488725241389639,0.00252183476790271,0.00286520942879178,-0.00143687602111997,-0.00728836429936559,0.0101309472802641,3.65918233213858e-15
"предоставить pf",-0.199895728057652,-0.187865467093383,0.0225586247644373,0.0409857909194374,-0.0163323105584716,0.0165769251062354,-0.000353281955226485,-0.0054970741861551,1.04105092602058e-15
"предоставлять ipf",-0.373783463120906,0.109477577217719,-0.0600559161841433,-0.0176601761379843,-0.0401479183594088,-0.047392463070453,0.12457270889261,0.184626602944618,-4.14945855453652e-15
"предполагать ipf",-0.218049771191364,0.146802278501312,0.0143948960669857,-0.00969971590714401,-0.0308167085461763,-0.0374533627925729,0.0566326274728701,0.0925775647744645,-2.13717932240343e-15
"предположить pf",-0.244705644838886,-0.0398974874669827,-0.328135023074604,0.108648025037231,-0.00656706149856788,0.00733486535298692,-0.010394120642181,-0.00711866925867501,3.61039323437673e-16
"предпочитать ipf",-0.287364726406567,0.331122399035355,0.194743596746599,0.0196322572882253,0.0108217886392902,0.0122248340285667,0.0127973339674038,-0.00961461402666477,1.02782365951626e-16
"представить pf",-0.264090648530528,-0.331901561810184,-0.0694752198395615,-0.0778912177462032,0.0970680611298333,-0.00179556670850111,-0.00732930691312822,0.00120655148321198,3.9790219730218e-16
"представлять ipf",-0.304285935478866,0.296199715091497,0.152669322422844,0.00879652847883856,-0.00422625444977629,-0.042208291809558,-0.00513897688042205,-0.0105906652851344,-2.43403387722996e-17
"представляться pf",-0.181078606718161,0.315789758792957,0.176935626272909,0.0692082961390463,0.0497445761413776,0.0218921480439428,-0.00326145221708759,-0.00398500285034233,8.55869194960057e-16
"предупредить pf",0.162284210648802,-0.105405966559585,-0.167981169816657,0.0387843873080818,-0.000454127740485525,-0.00631919453595369,-0.0143526221651929,0.00550604857156296,1.49836740237497e-16
"предупреждать ipf",-0.0234294075968267,0.183109050081039,0.108223937253093,-0.0201656695790442,-0.02249636413908,-0.0136465723237843,-0.00576242389435657,-0.00904694257833773,-2.0794997668272e-16
"предусматривать ipf",-0.4240527075316,0.298472637679074,0.15242040348027,-0.037165263686143,-0.0379357942457771,-0.157806453361029,-0.0261876268687211,-0.00052584158254158,-7.50267903359969e-16
"предусмотреть pf",-0.364975519328323,-0.655135914249288,0.352196075172351,0.0196991471100593,0.000254232398730886,-0.000677261309508466,-0.00805068626631785,0.00768072395916337,3.13659688500056e-15
"предъявить pf",-0.106182404205992,-0.138334278561282,-0.0729179421456058,-0.00449963221989533,0.0176533666295941,0.0152557970755496,-0.0104640670331169,0.00114727836000915,4.47775497236513e-16
"презирать ipf",0.0150109399511015,0.0915644186387848,0.0160946891140634,-0.0342251195819876,-0.0454674035849718,-0.000578629488921476,0.0254882479990579,0.0150499923431149,-1.16920362280837e-15
"прекратить pf",-0.184454399008785,-0.151412907580222,-0.255802081374281,0.0134407026573212,0.0577924506599499,-0.00927223379434033,0.000841552047116064,-0.00872519421893572,-1.19045398538908e-16
"преодолеть pf",-0.273082131699816,-0.204785339625679,-0.387850364922611,0.0677410077205106,-0.0680959078484473,0.0312081447748651,-0.00549900304131268,-0.0119520649827679,1.2338220722885e-16
"прервать pf",0.0960567257194484,-0.166746688497755,-0.00215077122306327,0.0275689033711026,-0.0197615722540936,0.00347244896893361,-0.00515419160090544,0.00155500589925679,6.13007908323304e-16
"прибавить pf",0.195664240202842,-0.038384113815281,-0.109495374271499,-0.054126250945616,0.0356898616035846,0.00821516836569452,-0.013351089604665,0.0066849471283509,-4.29994581607751e-16
"приближаться ipf",0.0453161888413424,0.140694137388399,0.0719974612511784,-0.0308018123127186,-0.0578547300503652,0.066826320573767,-0.010093856574566,0.00031688229036068,1.62630325872826e-17
"прибыть pf",0.275391685202024,-0.0279015038054466,0.0106944700371353,-0.0648030412986596,-0.0410394308974876,-0.0561050894224332,0.214225035265469,-0.133095798822986,-4.55169756052864e-15
