lemma,form,frequency
откопать,pf,ger_praet_act,1
откопать,pf,fin_fut_act,1
откопать,pf,fin_fut_pass,1
откормить,pf,partcp_praet_pass,8
откормить,pf,fin_praet_indic_act,1
откормиться,pf,fin_fut_indic_med,1
откормиться,pf,fin_praet_indic_med,1
откорректировать,pf,inf_act,1
откорректировать,pf,partcp_praet_pass,1
откорректировать,pf,fin_fut_indic_act,1
откреплять,ipf,fin_praet_indic_act,1
откреститься,pf,fin_praet_indic_med,2
открещиваться,ipf,fin_praet_indic_med,1
откроить,pf,partcp_praet_pass,1
открутить,pf,fin_praet_indic_act,2
открутить,pf,fin_fut_indic_act,1
открутиться,pf,fin_fut_indic_med,1
открутиться,pf,fin_praet_indic_med,1
откручивать,ipf,fin_imper_act,1
откручивать,ipf,fin_praes_indic_act,1
открывать,ipf,fin_praes_indic_act,118
открывать,ipf,fin_praet_indic_act,67
открывать,ipf,inf_act,57
открывать,ipf,ger_praes_act,47
открывать,ipf,partcp_praes_act,12
открывать,ipf,fin_imper_act,11
открывать,ipf,partcp_praet_act,7
открывать,ipf,partcp_praes_pass,2
открываться,ipf,fin_praes_indic_med,73
открываться,ipf,fin_praet_indic_med,68
открываться,ipf,partcp_praes_med,13
открываться,ipf,inf_med,7
открываться,ipf,fin_imper_med,2
открываться,ipf,ger_praes_med,1
открываться,ipf,partcp_praet_med,1
открываться,ipf,fin_fut_med,1
открыть,ipf,fin_imper_act,1
открыть,pf,fin_praet_indic_act,548
открыть,pf,partcp_praet_pass,223
открыть,pf,inf_act,134
открыть,pf,fin_fut_indic_act,71
открыть,pf,fin_fut_pass,63
открыть,pf,fin_imper_act,45
открыть,pf,ger_praet_act,28
открыть,pf,partcp_praet_act,24
открыть,pf,fin_fut_act,2
открыться,pf,fin_praet_indic_med,205
открыться,pf,fin_fut_indic_med,37
открыться,pf,partcp_praet_med,23
открыться,pf,inf_med,10
открыться,pf,ger_praet_med,1
открыться,pf,fin_imper_med,1
открыться,pf,fin_fut_med,1
откупаться,ipf,fin_praet_indic_med,4
откупить,pf,fin_praet_indic_act,1
откупить,pf,ger_praet_act,1
откупиться,pf,inf_med,6
откупиться,pf,fin_praet_indic_med,2
откупиться,pf,fin_fut_indic_med,1
откупиться,pf,fin_fut_med,1
откупорить,pf,inf_act,4
откупорить,pf,fin_praet_indic_act,2
откупорить,pf,fin_fut_indic_act,1
откусать,pf,partcp_praet_pass,1
откусить,pf,fin_praet_indic_act,12
откусить,pf,inf_act,5
откусить,pf,fin_fut_indic_act,4
откусить,pf,fin_imper_act,1
откусить,pf,ger_praet_act,1
откусить,pf,partcp_praet_pass,1
отлавливать,ipf,fin_praet_indic_act,1
отлавливать,ipf,fin_praes_indic_act,1
отлавливать,ipf,fin_fut_act,1
отладить,pf,partcp_praet_pass,5
отладить,pf,inf_act,2
отлаживать,ipf,inf_act,1
отлаиваться,ipf,fin_praet_indic_med,1
отлакировать,pf,fin_praet_indic_act,1
отлакировать,pf,ger_praet_act,1
отлакировать,pf,partcp_praet_pass,1
отламывать,ipf,fin_praet_indic_act,4
отламывать,ipf,inf_act,1
отламывать,ipf,ger_praes_act,1
отлежаться,pf,fin_fut_indic_med,2
отлежаться,pf,inf_med,1
отлепить,pf,inf_act,1
отлепиться,pf,fin_praet_indic_med,1
отлетать,ipf,fin_praet_indic_act,9
отлетать,ipf,fin_praes_indic_act,8
отлетать,ipf,partcp_praet_act,2
отлетать,ipf,partcp_praes_act,2
отлетать,ipf,inf_act,1
отлетать,pf,ger_praet_act,1
отлететь,pf,fin_praet_indic_act,24
отлететь,pf,fin_fut_indic_act,7
отлететь,pf,inf_act,2
отлететь,pf,partcp_praet_act,2
отлечь,pf,fin_praet_indic_act,7
отлечь,pf,fin_fut_indic_act,1
отливать,ipf,fin_praet_indic_act,12
отливать,ipf,partcp_praes_act,7
отливать,ipf,fin_praes_indic_act,6
отливать,ipf,partcp_praet_act,1
отливать,ipf,ger_praes_act,1
отливаться,ipf,fin_praet_indic_med,1
отлизать,pf,partcp_praet_pass,1
отлипать,ipf,fin_praes_indic_act,2
отлипать,ipf,fin_praet_indic_act,1
отлипнуть,pf,fin_praet_indic_act,4
отлипнуть,pf,fin_fut_indic_act,1
отлить,pf,partcp_praet_pass,13
отлить,pf,inf_act,8
отлить,pf,fin_praet_indic_act,5
отлить,pf,fin_fut_pass,4
отлить,pf,fin_fut_indic_act,1
отлиться,pf,fin_fut_indic_med,1
отличать,ipf,fin_praes_indic_act,31
отличать,ipf,fin_praet_indic_act,27
отличать,ipf,inf_act,12
отличать,ipf,partcp_praes_act,6
отличать,ipf,partcp_praet_act,2
отличать,ipf,ger_praes_act,2
отличаться,ipf,fin_praes_indic_med,242
отличаться,ipf,fin_praet_indic_med,127
отличаться,ipf,partcp_praes_med,24
отличаться,ipf,inf_med,11
отличаться,ipf,partcp_praet_med,11
отличаться,ipf,ger_praes_med,5
отличаться,ipf,fin_fut_med,2
отличаться,ipf,fin_fut_indic_med,1
отличить,pf,inf_act,39
отличить,pf,fin_praet_indic_act,7
отличить,pf,fin_fut_act,5
отличить,pf,fin_fut_indic_act,3
отличить,pf,partcp_praet_pass,2
отличиться,pf,fin_praet_indic_med,12
отличиться,pf,inf_med,7
отличиться,pf,partcp_praet_med,3
отловить,pf,fin_praet_indic_act,2
отловить,pf,partcp_praet_pass,2
отловить,pf,inf_act,2
отловить,pf,fin_fut_pass,1
отложить,pf,fin_praet_indic_act,47
отложить,pf,inf_act,39
отложить,pf,partcp_praet_pass,13
отложить,pf,ger_praet_act,13
отложить,pf,fin_fut_indic_act,6
отложить,pf,fin_imper_act,3
отложить,pf,fin_fut_pass,3
отложить,pf,fin_fut_act,1
отложиться,pf,fin_praet_indic_med,2
отломать,pf,fin_praet_indic_act,1
отломать,pf,partcp_praet_pass,1
отломить,pf,fin_praet_indic_act,3
отломить,pf,partcp_praet_pass,1
отломить,pf,fin_imper_act,1
отломиться,pf,fin_praet_indic_med,2
отлупить,pf,inf_act,1
отлупить,pf,fin_praet_indic_act,1
отлучать,ipf,fin_praet_indic_act,1
отлучать,ipf,fin_praes_indic_act,1
отлучаться,ipf,fin_praet_indic_med,9
отлучаться,ipf,inf_med,3
отлучаться,ipf,fin_praes_indic_med,1
отлучить,pf,partcp_praet_pass,4
отлучить,pf,fin_praet_indic_act,1
отлучить,pf,inf_act,1
отлучиться,pf,fin_praet_indic_med,3
отлучиться,pf,partcp_praet_med,3
отлучиться,pf,inf_med,2
отлучиться,pf,fin_fut_indic_med,1
отмазать,pf,fin_fut_indic_act,1
отмаливаться,ipf,fin_praes_indic_med,1
отмалчиваться,ipf,fin_praet_indic_med,10
отмалчиваться,ipf,inf_med,7
отмалчиваться,ipf,fin_praes_indic_med,2
отмалчиваться,ipf,ger_praes_med,1
отмалчиваться,ipf,fin_fut_med,1
отматывать,ipf,fin_praes_indic_act,1
отмахать,pf,fin_praet_indic_act,3
отмахиваться,ipf,fin_praet_indic_med,12
отмахиваться,ipf,fin_praes_indic_med,12
отмахиваться,ipf,ger_praes_med,6
отмахиваться,ipf,inf_med,2
отмахнуть,pf,fin_praet_indic_act,2
отмахнуть,pf,inf_act,1
отмахнуть,pf,fin_fut_indic_act,1
отмахнуться,pf,fin_praet_indic_med,68
отмахнуться,pf,inf_med,5
отмахнуться,pf,fin_fut_indic_med,3
отмахнуться,pf,fin_imper_med,1
отмачивать,ipf,fin_praet_indic_act,2
отмачивать,ipf,ger_praes_act,1
отмежевать,pf,fin_praet_indic_act,1
отмежеваться,pf,inf_med,1
отмежеваться,pf,fin_praet_indic_med,1
отменить,pf,inf_act,46
отменить,pf,fin_praet_indic_act,40
отменить,pf,partcp_praet_pass,24
отменить,pf,fin_fut_pass,8
отменить,pf,fin_fut_indic_act,7
отменить,pf,fin_imper_act,2
отменить,pf,ger_praet_act,2
отмениться,pf,fin_praet_indic_med,4
отмениться,pf,fin_fut_indic_med,1
отмениться,pf,fin_imper_med,1
отменять,ipf,fin_praes_indic_act,18
отменять,ipf,inf_act,12
отменять,ipf,fin_praet_indic_act,4
отменять,ipf,partcp_praes_act,3
отменять,ipf,partcp_praes_pass,1
отменять,ipf,fin_imper_act,1
отменять,ipf,ger_praes_act,1
отменяться,ipf,fin_praes_indic_med,10
отменяться,ipf,fin_praet_indic_med,1
отмереть,pf,partcp_praet_act,4
отмереть,pf,fin_fut_indic_act,3
отмерзать,ipf,fin_praes_indic_act,1
отмерить,pf,partcp_praet_pass,7
отмерить,pf,fin_praet_indic_act,2
отмерить,pf,ger_praet_act,1
отмерить,pf,inf_act,1
отмерять,ipf,fin_praet_indic_act,2
отмести,pf,fin_praet_indic_act,2
отмести,pf,inf_act,1
отмести,pf,partcp_praet_pass,1
отмести,pf,fin_fut_pass,1
отметать,ipf,ger_praes_act,2
отметать,ipf,partcp_praes_pass,1
отметать,ipf,fin_praet_indic_act,1
отметать,ipf,fin_praes_indic_act,1
отметить,pf,inf_act,202
отметить,pf,fin_praet_indic_act,187
отметить,pf,partcp_praet_pass,101
отметить,pf,fin_imper_act,36
отметить,pf,fin_fut_pass,31
отметить,pf,fin_fut_indic_act,28
отметить,pf,ger_praet_act,4
отметить,pf,fin_fut_act,3
отметить,pf,partcp_praet_act,2
отметиться,pf,fin_praet_indic_med,6
отметиться,pf,inf_med,4
отмечать,ipf,fin_praes_indic_act,90
отмечать,ipf,fin_praet_indic_act,68
отмечать,ipf,inf_act,24
отмечать,ipf,ger_praes_act,20
отмечать,ipf,partcp_praes_act,3
отмечать,ipf,partcp_praet_act,2
отмечать,ipf,fin_praet_indic_pass,2
отмечать,ipf,fin_fut_act,2
отмечать,ipf,fin_imper_act,1
отмечать,ipf,partcp_praes_pass,1
отмечаться,ipf,fin_praes_indic_med,41
отмечаться,ipf,fin_praet_indic_med,38
отмечаться,ipf,inf_med,3
отмечаться,ipf,partcp_praet_med,3
отмечаться,ipf,fin_fut_med,3
отмирать,ipf,partcp_praes_act,5
отмирать,ipf,fin_praes_indic_act,2
отмирать,ipf,inf_act,1
отмокнуть,pf,fin_praet_indic_act,1
отмолить,pf,inf_act,2
отмолчаться,pf,fin_fut_indic_med,3
отмолчаться,pf,inf_med,2
отмолчаться,pf,fin_praet_indic_med,1
отморозить,pf,partcp_praet_pass,9
отморозить,pf,fin_praet_indic_act,3
отмотать,pf,fin_praet_indic_act,2
отмотать,pf,fin_fut_indic_act,1
отмотаться,pf,fin_fut_indic_med,1
отмочить,pf,fin_praet_indic_act,1
отмочить,pf,fin_fut_indic_act,1
отмстить,pf,fin_praet_indic_act,1
отмстить,pf,fin_fut_indic_act,1
отмучиться,pf,fin_praet_indic_med,5
отмучиться,pf,inf_med,2
отмучиться,pf,partcp_praet_med,1
отмывать,ipf,fin_praet_indic_act,3
отмывать,ipf,fin_praes_indic_act,3
отмывать,ipf,inf_act,1
отмывать,ipf,ger_praes_act,1
отмывать,ipf,partcp_praes_act,1
отмываться,ipf,fin_praes_indic_med,2
отмываться,ipf,fin_praet_indic_med,1
отмываться,ipf,inf_med,1
отмыкать,ipf,fin_praet_indic_act,1
отмыть,pf,fin_praet_indic_act,8
отмыть,pf,inf_act,6
отмыть,pf,fin_fut_indic_act,6
отмыть,pf,partcp_praet_pass,2
отмыть,pf,ger_praet_act,1
отмыться,pf,fin_fut_indic_med,1
отмыться,pf,fin_praet_indic_med,1
отмыться,pf,inf_med,1
отмякнуть,pf,fin_praet_indic_act,2
отмякнуть,pf,partcp_praet_act,1
отнести,pf,inf_act,64
отнести,pf,fin_praet_indic_act,51
отнести,pf,partcp_praet_pass,16
отнести,pf,fin_fut_pass,14
отнести,pf,fin_fut_indic_act,9
отнести,pf,fin_imper_act,8
отнести,pf,fin_fut_act,7
отнестись,pf,fin_praet_indic_med,55
отнестись,pf,inf_med,22
отнестись,pf,fin_fut_indic_med,12
отнестись,pf,fin_imper_med,3
отнестись,pf,partcp_praet_med,2
отнимать,ipf,fin_praes_indic_act,29
отнимать,ipf,fin_praet_indic_act,13
отнимать,ipf,ger_praes_act,9
отнимать,ipf,inf_act,7
отнимать,ipf,partcp_praes_act,2
отнимать,ipf,fin_imper_act,1
отнимать,ipf,partcp_praes_pass,1
отнимать,ipf,partcp_praet_act,1
отниматься,ipf,fin_praet_indic_med,3
отниматься,ipf,fin_praes_indic_med,3
относить,ipf,fin_praes_indic_act,34
относить,ipf,fin_praet_indic_act,15
относить,ipf,inf_act,11
относить,ipf,partcp_praes_pass,5
относить,ipf,partcp_praes_act,3
относить,ipf,ger_praes_act,1
относиться,ipf,fin_praes_indic_med,411
относиться,ipf,fin_praet_indic_med,197
относиться,ipf,inf_med,84
относиться,ipf,partcp_praes_med,65
относиться,ipf,partcp_praet_med,6
относиться,ipf,ger_praes_med,5
относиться,ipf,fin_fut_med,3
относиться,ipf,fin_imper_med,2
относиться,ipf,fin_fut_indic_med,1
относиться,pf,fin_fut_indic_med,1
отнять,pf,fin_praet_indic_act,60
отнять,pf,inf_act,40
отнять,pf,fin_fut_indic_act,27
отнять,pf,partcp_praet_pass,11
отнять,pf,fin_imper_act,2
отнять,pf,ger_praet_act,2
отнять,pf,fin_fut_pass,1
отнять,pf,partcp_praet_act,1
отняться,pf,fin_praet_indic_med,3
отняться,pf,inf_med,1
отняться,pf,partcp_praet_med,1
отображать,ipf,partcp_praes_act,3
отображать,ipf,fin_praes_indic_act,3
отображать,ipf,inf_act,1
отображаться,ipf,fin_praes_indic_med,6
отображаться,ipf,inf_med,2
отобразить,pf,partcp_praet_pass,4
отобразить,pf,inf_act,2
отобразиться,pf,fin_praet_indic_med,2
отобразиться,pf,fin_fut_indic_med,1
отобрать,pf,fin_praet_indic_act,80
отобрать,pf,partcp_praet_pass,26
отобрать,pf,inf_act,24
отобрать,pf,fin_fut_indic_act,9
отобрать,pf,fin_fut_pass,7
отобрать,pf,partcp_praet_act,1
отобрать,pf,ger_praet_act,1
отобрать,pf,fin_fut_act,1
отовариваться,ipf,inf_med,1
отовариваться,ipf,fin_imper_med,1
отоварить,pf,inf_act,2
отоварить,pf,fin_praet_indic_act,2
отовариться,pf,ger_praet_med,1
отогнать,pf,inf_act,10
отогнать,pf,fin_praet_indic_act,9
отогнать,pf,fin_fut_indic_act,2
отогнать,pf,ger_praet_act,1
отогнуть,pf,fin_praet_indic_act,7
отогнуть,pf,ger_praet_act,3
отогнуть,pf,inf_act,3
отогнуть,pf,partcp_praet_pass,2
отогнуться,pf,partcp_praet_med,1
отогревать,ipf,ger_praes_act,2
отогреваться,ipf,fin_praet_indic_med,2
отогреваться,ipf,fin_praes_indic_med,1
отогреваться,ipf,inf_med,1
отогреть,pf,partcp_praet_pass,1
отогреть,pf,partcp_praet_act,1
отогреть,pf,fin_praet_indic_act,1
отогреться,pf,inf_med,2
отогреться,pf,ger_praet_med,2
отогреться,pf,fin_fut_indic_med,1
отогреться,pf,fin_praet_indic_med,1
отодвигать,ipf,ger_praes_act,9
отодвигать,ipf,fin_praet_indic_act,7
отодвигать,ipf,fin_praes_indic_act,6
отодвигать,ipf,inf_act,2
отодвигать,ipf,partcp_praes_act,1
отодвигаться,ipf,fin_praes_indic_med,9
отодвигаться,ipf,ger_praes_med,4
отодвигаться,ipf,fin_praet_indic_med,4
отодвигаться,ipf,fin_imper_med,1
отодвинуть,pf,fin_praet_indic_act,48
отодвинуть,pf,inf_act,11
отодвинуть,pf,partcp_praet_pass,7
отодвинуть,pf,ger_praet_act,3
отодвинуть,pf,fin_fut_act,2
отодвинуть,pf,fin_fut_indic_act,1
отодвинуться,pf,fin_praet_indic_med,24
отодвинуться,pf,inf_med,3
отодвинуться,pf,fin_imper_med,1
отодрать,pf,inf_act,4
отодрать,pf,fin_praet_indic_act,1
отождествить,pf,inf_act,3
отождествиться,pf,inf_med,1
отождествиться,pf,fin_praet_indic_med,1
отождествлять,ipf,fin_praes_indic_act,5
отождествлять,ipf,fin_praet_indic_act,4
отождествлять,ipf,inf_act,3
отождествлять,ipf,partcp_praes_pass,1
отождествлять,ipf,partcp_praes_act,1
отозвать,pf,fin_praet_indic_act,10
отозвать,pf,inf_act,5
отозвать,pf,fin_fut_indic_act,2
отозвать,pf,partcp_praet_pass,2
отозвать,pf,ger_praet_act,2
отозваться,pf,fin_praet_indic_med,129
отозваться,pf,fin_fut_indic_med,8
отозваться,pf,inf_med,8
отозваться,pf,fin_imper_med,3
отозваться,pf,partcp_praet_med,2
отозваться,pf,ger_praet_med,1
отойти,pf,fin_praet_indic_act,200
отойти,pf,fin_imper_act,27
отойти,pf,inf_act,26
отойти,pf,fin_fut_indic_act,26
отойти,pf,ger_praet_act,10
отойти,pf,partcp_praet_act,6
отойти,pf,fin_fut_act,2
отомкнуть,pf,fin_praet_indic_act,2
отомстить,pf,inf_act,22
отомстить,pf,fin_fut_indic_act,7
отомстить,pf,fin_praet_indic_act,6
оторвать,pf,fin_praet_indic_act,51
оторвать,pf,partcp_praet_pass,33
оторвать,pf,inf_act,30
оторвать,pf,fin_fut_indic_act,14
оторвать,pf,fin_fut_pass,5
оторвать,pf,fin_imper_act,4
оторвать,pf,ger_praet_act,2
оторвать,pf,fin_fut_act,1
оторваться,pf,fin_praet_indic_med,43
оторваться,pf,inf_med,27
оторваться,pf,ger_praet_med,6
оторваться,pf,fin_fut_indic_med,5
оторваться,pf,partcp_praet_med,3
оторваться,pf,fin_fut_med,1
оторочить,pf,partcp_praet_pass,1
оторочить,pf,fin_fut_pass,1
отослать,pf,fin_praet_indic_act,19
отослать,pf,inf_act,5
отослать,pf,fin_fut_indic_act,3
отослать,pf,partcp_praet_pass,2
отослать,pf,ger_praet_act,1
отослать,pf,fin_imper_act,1
отослать,pf,fin_fut_pass,1
отослать,pf,fin_fut_act,1
отоспаться,pf,inf_med,3
отоспаться,pf,fin_fut_indic_med,1
отоспаться,pf,partcp_praet_med,1
отощать,pf,fin_praet_indic_act,3
отпадать,ipf,fin_praes_indic_act,18
отпадать,ipf,fin_praet_indic_act,7
отпадать,ipf,inf_act,1
отпаивать,ipf,fin_praet_indic_act,5
отпаривать,ipf,inf_act,1
отпарировать,pf,fin_praet_indic_act,3
отпарить,pf,fin_praet_indic_act,2
отпарить,pf,inf_act,1
отпасовать,pf,fin_praet_indic_act,1
отпасть,pf,fin_praet_indic_act,28
отпасть,pf,fin_fut_indic_act,10
отпасть,pf,partcp_praet_act,2
отпасть,pf,inf_act,1
отпахнуть,pf,fin_fut_pass,1
отпаять,pf,fin_fut_indic_act,1
отпевать,ipf,fin_praet_indic_act,6
отпевать,ipf,fin_praes_indic_act,3
отпевать,ipf,inf_act,1
отпереть,pf,fin_praet_indic_act,26
отпереть,pf,inf_act,2
отпеть,pf,fin_praet_indic_act,4
отпеть,pf,partcp_praet_pass,2
отпеть,pf,ger_praet_act,1
отпеть,pf,fin_fut_indic_act,1
отпечатать,pf,partcp_praet_pass,21
отпечатать,pf,fin_praet_indic_act,4
отпечатать,pf,fin_fut_pass,2
отпечатать,pf,ger_praet_act,1
отпечатать,pf,fin_fut_act,1
отпечататься,pf,fin_praet_indic_med,13
отпечататься,pf,fin_fut_indic_med,1
отпечатлеть,pf,fin_praet_indic_act,1
отпечатываться,ipf,fin_praet_indic_med,6
отпечатываться,ipf,fin_praes_indic_med,4
отпивать,ipf,ger_praes_act,2
отпиливать,ipf,inf_act,2
отпиливать,ipf,fin_praes_indic_act,1
отпиливать,ipf,ger_praes_act,1
отпилить,pf,inf_act,1
отпилить,pf,fin_fut_pass,1
отпилить,pf,partcp_praet_pass,1
отпилить,pf,fin_fut_indic_act,1
отпирать,ipf,inf_act,5
отпирать,ipf,fin_praet_indic_act,4
отпирать,ipf,ger_praes_act,3
отпирать,ipf,fin_imper_act,1
отпирать,ipf,fin_praes_indic_act,1
отпираться,ipf,fin_praet_indic_med,1
отпираться,ipf,fin_imper_med,1
отпираться,ipf,inf_med,1
отпираться,ipf,partcp_praes_med,1
отписать,pf,fin_praet_indic_act,1
отписать,pf,fin_fut_indic_act,1
отписывать,ipf,fin_praet_indic_act,1
отписываться,ipf,fin_praet_indic_med,1
отпить,pf,fin_praet_indic_act,11
отпить,pf,ger_praet_act,5
отпить,pf,fin_fut_indic_act,3
отпить,pf,partcp_praet_pass,1
отпихивать,ipf,fin_praet_indic_act,6
отпихиваться,ipf,fin_praes_indic_med,2
отпихиваться,ipf,fin_imper_med,2
отпихиваться,ipf,fin_praet_indic_med,1
отпихнуть,pf,fin_praet_indic_act,5
отплатить,pf,fin_praet_indic_act,3
отплатить,pf,inf_act,1
отплывать,ipf,fin_praet_indic_act,2
отплывать,ipf,fin_praes_indic_act,2
отплывать,ipf,partcp_praet_act,1
отплыть,pf,fin_praet_indic_act,5
отплыть,pf,ger_praet_act,1
отплясать,pf,fin_praet_indic_act,1
отплясывать,ipf,fin_praet_indic_act,5
отплясывать,ipf,inf_act,1
отплясывать,ipf,ger_praes_act,1
отползать,ipf,inf_act,1
отползать,ipf,fin_praet_indic_act,1
отползти,pf,fin_praet_indic_act,8
отползти,pf,inf_act,1
отполировать,pf,partcp_praet_pass,15
отполировать,pf,inf_act,1
отполировать,pf,fin_praet_indic_act,1
отполировать,pf,fin_fut_pass,1
отпороть,pf,partcp_praet_pass,1
отпочковаться,pf,fin_praet_indic_med,2
отпочковаться,pf,partcp_praet_med,1
отпочковываться,ipf,fin_praet_indic_med,1
отправить,pf,fin_praet_indic_act,119
отправить,pf,inf_act,59
отправить,pf,fin_fut_indic_act,40
отправить,pf,partcp_praet_pass,26
отправить,pf,fin_fut_pass,13
отправить,pf,ger_praet_act,5
отправить,pf,fin_imper_act,2
отправить,pf,partcp_praet_act,2
отправить,pf,fin_fut_act,2
отправиться,pf,fin_praet_indic_med,223
отправиться,pf,inf_med,47
отправиться,pf,fin_fut_indic_med,14
отправиться,pf,fin_imper_med,4
отправиться,pf,ger_praet_med,2
отправиться,pf,partcp_praet_med,2
отправиться,pf,fin_fut_med,2
отправлять,ipf,fin_praet_indic_act,41
отправлять,ipf,fin_praes_indic_act,32
отправлять,ipf,inf_act,18
отправлять,ipf,ger_praes_act,5
отправлять,ipf,fin_fut_act,4
отправлять,ipf,partcp_praes_act,3
отправлять,ipf,partcp_praes_pass,3
отправлять,ipf,fin_imper_act,2
отправлять,ipf,fin_praet_indic_pass,1
отправляться,ipf,fin_praet_indic_med,55
отправляться,ipf,fin_praes_indic_med,52
отправляться,ipf,ger_praes_med,9
отправляться,ipf,inf_med,8
отправляться,ipf,fin_imper_med,6
отправляться,ipf,partcp_praes_med,3
отправляться,ipf,fin_fut_indic_med,1
отправляться,ipf,partcp_praet_med,1
отправляться,ipf,fin_fut_med,1
отпраздновать,pf,fin_praet_indic_act,8
отпраздновать,pf,inf_act,5
отпраздновать,pf,fin_imper_act,1
отпраздновать,pf,ger_praet_act,1
отпрашиваться,ipf,inf_med,2
отпроситься,pf,fin_praet_indic_med,8
отпроситься,pf,fin_fut_indic_med,1
отпроситься,pf,inf_med,1
отпроситься,pf,fin_imper_med,1
отпроситься,pf,partcp_praet_med,1
отпроситься,pf,fin_fut_med,1
отпрыгивать,ipf,fin_praes_indic_act,2
отпрыгнуть,pf,fin_praet_indic_act,3
отпрядывать,ipf,fin_praes_indic_act,1
отпрядывать,ipf,ger_praes_act,1
отпрянуть,pf,fin_praet_indic_act,15
отпугивать,ipf,fin_praes_indic_act,7
отпугивать,ipf,fin_praet_indic_act,5
отпугивать,ipf,inf_act,1
отпугивать,ipf,ger_praes_act,1
отпугивать,ipf,partcp_praes_act,1
отпугнуть,pf,inf_act,2
отпугнуть,pf,fin_fut_indic_act,1
отпускать,ipf,fin_praet_indic_act,57
отпускать,ipf,fin_praes_indic_act,40
отпускать,ipf,inf_act,26
отпускать,ipf,ger_praes_act,14
отпускать,ipf,fin_imper_act,1
отпускать,ipf,fin_fut_act,1
отпускать,ipf,partcp_praes_act,1
отпустить,pf,fin_praet_indic_act,141
отпустить,pf,inf_act,41
отпустить,pf,fin_fut_indic_act,40
отпустить,pf,partcp_praet_pass,33
отпустить,pf,fin_imper_act,12
отпустить,pf,fin_fut_pass,6
отпустить,pf,ger_praet_act,3
отпустить,pf,partcp_praet_act,2
отпустить,pf,fin_fut_act,2
отрабатывать,ipf,fin_praet_indic_act,10
отрабатывать,ipf,inf_act,9
отрабатывать,ipf,fin_praes_indic_act,6
отрабатывать,ipf,partcp_praes_pass,1
отрабатывать,ipf,fin_imper_act,1
отрабатывать,ipf,fin_fut_act,1
отрабатываться,ipf,fin_praet_indic_med,2
отработать,pf,partcp_praet_pass,33
отработать,pf,fin_praet_indic_act,13
отработать,pf,fin_fut_indic_act,8
отработать,pf,inf_act,7
отработать,pf,partcp_praet_act,5
отработать,pf,ger_praet_act,2
отработать,pf,fin_fut_pass,1
отравить,pf,partcp_praet_pass,29
отравить,pf,fin_praet_indic_act,24
отравить,pf,inf_act,7
отравить,pf,fin_fut_pass,2
отравить,pf,partcp_praet_act,1
отравить,pf,ger_praet_act,1
отравить,pf,fin_fut_indic_act,1
отравиться,pf,fin_praet_indic_med,8
отравиться,pf,inf_med,3
отравиться,pf,fin_fut_indic_med,2
отравиться,pf,partcp_praet_med,1
отравлять,ipf,partcp_praes_act,9
отравлять,ipf,fin_praet_indic_act,7
отравлять,ipf,fin_praes_indic_act,6
отравлять,ipf,inf_act,2
отравлять,ipf,ger_praes_act,1
отравляться,ipf,fin_praes_indic_med,1
отражать,ipf,fin_praes_indic_act,66
отражать,ipf,partcp_praes_act,27
отражать,ipf,fin_praet_indic_act,24
отражать,ipf,ger_praes_act,6
отражать,ipf,partcp_praet_act,3
отражать,ipf,fin_fut_act,3
отражать,ipf,inf_act,2
отражать,ipf,partcp_praes_pass,2
отражаться,ipf,fin_praes_indic_med,40
отражаться,ipf,fin_praet_indic_med,36
отражаться,ipf,ger_praes_med,8
отражаться,ipf,partcp_praes_med,4
отражаться,ipf,inf_med,1
отразить,pf,partcp_praet_pass,54
отразить,pf,fin_praet_indic_act,13
отразить,pf,inf_act,7
отразить,pf,fin_fut_pass,7
отразить,pf,ger_praet_act,2
отразить,pf,fin_imper_act,2
отразить,pf,partcp_praet_act,1
отразиться,pf,fin_praet_indic_med,39
отразиться,pf,fin_fut_indic_med,16
отразиться,pf,inf_med,3
отразиться,pf,ger_praet_med,2
отразиться,pf,partcp_praet_med,1
отрапортовать,pf,fin_praet_indic_act,11
отрапортовать,pf,ger_praet_act,1
отрапортовать,pf,partcp_praet_pass,1
отрастать,ipf,inf_act,5
отрастать,ipf,fin_praes_indic_act,4
отрасти,pf,partcp_praet_act,6
отрасти,pf,fin_praet_indic_act,3
отрасти,pf,fin_fut_indic_act,3
отрастить,pf,partcp_praet_pass,1
отрастить,pf,fin_praet_indic_act,1
отращивать,ipf,fin_praet_indic_act,1
отращивать,ipf,fin_praes_indic_act,1
отреагировать,pf,fin_praet_indic_act,34
отреагировать,pf,inf_act,3
отреагировать,pf,fin_fut_indic_act,3
отреагировать,pf,ger_praet_act,1
отрегулировать,pf,inf_act,3
отрегулировать,pf,partcp_praet_pass,3
отрегулировать,pf,fin_praet_indic_act,2
отрегулировать,pf,fin_fut_indic_act,2
отрегулировать,pf,fin_fut_pass,1
отредактировать,pf,fin_praet_indic_act,2
отредактировать,pf,partcp_praet_pass,1
отредактировать,pf,fin_imper_act,1
отрезать,ipf,fin_praes_indic_act,12
отрезать,ipf,ger_praes_act,4
отрезать,ipf,fin_imper_act,3
отрезать,ipf,inf_act,2
отрезать,ipf,fin_praet_indic_act,2
отрезать,ipf,partcp_praes_act,1
отрезать,pf,fin_praet_indic_act,77
отрезать,pf,partcp_praet_pass,12
отрезать,pf,inf_act,9
отрезать,pf,fin_fut_indic_act,4
отрезать,pf,fin_imper_act,3
отрезать,pf,fin_fut_pass,3
