lemma,form,frequency
умолчать,pf,fin_praet_indic_act,2
умолчать,pf,fin_fut_indic_act,2
умолять,ipf,fin_praes_indic_act,35
умолять,ipf,fin_praet_indic_act,34
умолять,ipf,inf_act,5
умолять,ipf,ger_praes_act,4
умолять,ipf,partcp_praes_act,2
уморить,pf,fin_praet_indic_act,2
уморить,pf,inf_act,1
уморить,pf,partcp_praet_act,1
уморить,pf,fin_fut_indic_act,1
умоститься,pf,fin_praet_indic_med,2
умотать,pf,fin_praet_indic_act,1
умудрить,pf,partcp_praet_pass,11
умудриться,pf,fin_praet_indic_med,37
умудриться,pf,ger_praet_med,1
умудряться,ipf,fin_praet_indic_med,17
умудряться,ipf,fin_praes_indic_med,16
умучивать,ipf,fin_praet_indic_act,1
умучить,pf,partcp_praet_pass,3
умучить,pf,fin_praet_indic_act,1
умывать,ipf,fin_praes_indic_act,3
умывать,ipf,ger_praes_act,1
умывать,ipf,partcp_praes_act,1
умываться,ipf,fin_praet_indic_med,16
умываться,ipf,inf_med,10
умываться,ipf,fin_praes_indic_med,9
умываться,ipf,fin_imper_med,1
умываться,ipf,partcp_praet_med,1
умываться,ipf,ger_praes_med,1
умыкать,ipf,fin_praet_indic_act,4
умыкать,ipf,inf_act,1
умыкнуть,pf,fin_fut_indic_act,2
умыкнуть,pf,inf_act,1
умыкнуть,pf,fin_praet_indic_act,1
умыть,pf,partcp_praet_pass,12
умыть,pf,fin_praet_indic_act,4
умыть,pf,inf_act,3
умыть,pf,fin_imper_act,1
умыть,pf,fin_fut_indic_act,1
умыться,pf,fin_praet_indic_med,22
умыться,pf,inf_med,9
умыться,pf,fin_fut_indic_med,5
умыться,pf,ger_praet_med,1
умыться,pf,fin_imper_med,1
умягчать,ipf,fin_praet_indic_act,1
умять,pf,fin_praet_indic_act,1
унавозить,pf,partcp_praet_pass,2
унаследовать,pf,fin_praet_indic_act,18
унаследовать,pf,partcp_praet_pass,14
унаследовать,pf,partcp_praet_act,3
унаследовать,pf,fin_fut_indic_act,3
унаследовать,pf,ger_praet_act,1
унаследовать,pf,inf_act,1
унести,pf,fin_praet_indic_act,68
унести,pf,fin_fut_indic_act,11
унести,pf,inf_act,10
унести,pf,partcp_praet_pass,4
унести,pf,fin_imper_act,2
унести,pf,ger_praet_act,2
унести,pf,partcp_praet_act,2
унестись,ipf,fin_praet_indic_med,1
унестись,pf,fin_praet_indic_med,6
унижать,ipf,fin_praes_indic_act,13
унижать,ipf,fin_praet_indic_act,12
унижать,ipf,inf_act,11
унижать,ipf,partcp_praes_act,4
унижать,ipf,fin_imper_act,1
унижать,ipf,ger_praes_act,1
унижаться,ipf,inf_med,9
унижаться,ipf,fin_praet_indic_med,6
унижаться,ipf,fin_praes_indic_med,2
унижаться,ipf,fin_imper_med,1
унизать,pf,partcp_praet_pass,5
унизить,pf,partcp_praet_pass,20
унизить,pf,inf_act,16
унизить,pf,fin_praet_indic_act,10
унизить,pf,fin_fut_indic_act,2
унизить,pf,fin_fut_pass,1
унизиться,pf,fin_praet_indic_med,4
унизиться,pf,fin_fut_indic_med,1
унизиться,pf,inf_med,1
униматься,ipf,fin_praet_indic_med,17
униматься,ipf,fin_praes_indic_med,2
уничижать,ipf,fin_praes_indic_act,1
уничтожать,ipf,fin_praes_indic_act,30
уничтожать,ipf,inf_act,30
уничтожать,ipf,fin_praet_indic_act,22
уничтожать,ipf,partcp_praes_act,11
уничтожать,ipf,fin_fut_act,4
уничтожать,ipf,ger_praes_act,4
уничтожать,ipf,partcp_praes_pass,2
уничтожаться,ipf,fin_praet_indic_med,8
уничтожаться,ipf,fin_praes_indic_med,6
уничтожаться,ipf,inf_med,1
уничтожить,pf,inf_act,78
уничтожить,pf,fin_praet_indic_act,36
уничтожить,pf,fin_fut_pass,25
уничтожить,pf,partcp_praet_pass,20
уничтожить,pf,fin_fut_indic_act,14
уничтожить,pf,partcp_praet_act,2
уничтожить,pf,fin_fut_act,2
уничтожить,pf,ger_praet_act,1
уничтожить,pf,fin_imper_act,1
уничтожиться,pf,inf_med,2
уничтожиться,pf,fin_praet_indic_med,1
уносить,ipf,fin_praes_indic_act,25
уносить,ipf,fin_praet_indic_act,25
уносить,ipf,ger_praes_act,12
уносить,ipf,inf_act,3
уносить,ipf,partcp_praet_act,2
уносить,ipf,fin_imper_act,2
уносить,ipf,partcp_praes_pass,1
уноситься,ipf,fin_praet_indic_med,9
уноситься,ipf,fin_praes_indic_med,4
уноситься,ipf,partcp_praes_med,2
унырнуть,pf,fin_praet_indic_act,1
унять,pf,inf_act,6
унять,pf,fin_praet_indic_act,1
унять,pf,fin_fut_indic_act,1
уняться,pf,fin_fut_indic_med,2
уняться,pf,fin_praet_indic_med,2
уняться,pf,fin_imper_med,2
уняться,pf,inf_med,1
упаковать,pf,partcp_praet_pass,17
упаковать,pf,fin_praet_indic_act,4
упаковать,pf,inf_act,3
упаковать,pf,fin_fut_pass,1
упаковывать,ipf,fin_praet_indic_act,4
упаковывать,ipf,fin_praes_indic_act,2
упаковывать,ipf,inf_act,1
упаковываться,ipf,fin_praes_indic_med,1
упариться,pf,fin_fut_indic_med,1
упасть,pf,fin_praet_indic_act,387
упасть,pf,fin_fut_indic_act,62
упасть,pf,inf_act,52
упасть,pf,partcp_praet_act,28
упасть,pf,ger_praet_act,11
упасть,pf,fin_imper_act,5
упасть,pf,fin_fut_act,3
упереть,pf,fin_praet_indic_act,8
упереть,pf,ger_praet_act,5
упереть,pf,fin_fut_indic_act,3
упереть,pf,partcp_praet_pass,2
упереть,pf,inf_act,1
упереть,pf,fin_fut_pass,1
упереться,pf,fin_praet_indic_med,62
упереться,pf,ger_praet_med,9
упереться,pf,inf_med,5
упереться,pf,fin_fut_indic_med,4
упереться,pf,fin_imper_med,1
упереться,pf,partcp_praet_med,1
упечь,pf,fin_praet_indic_act,4
упечь,pf,inf_act,2
упиваться,ipf,fin_praet_indic_med,6
упиваться,ipf,inf_med,4
упиваться,ipf,ger_praes_med,3
упиваться,ipf,fin_praes_indic_med,2
упиваться,ipf,partcp_praet_med,2
упиваться,ipf,fin_fut_med,1
упирать,ipf,fin_praes_indic_act,4
упирать,ipf,fin_praet_indic_act,3
упирать,ipf,ger_praes_act,3
упираться,ipf,fin_praet_indic_med,32
упираться,ipf,fin_praes_indic_med,19
упираться,ipf,ger_praes_med,17
упираться,ipf,partcp_praes_med,8
упираться,ipf,inf_med,5
упираться,ipf,fin_imper_med,1
уписывать,ipf,fin_praet_indic_act,1
уписывать,ipf,fin_praes_indic_act,1
упитать,pf,partcp_praet_pass,5
упиться,pf,fin_praet_indic_med,2
упиться,pf,fin_fut_indic_med,1
упихать,pf,inf_act,1
уплатить,pf,partcp_praet_pass,27
уплатить,pf,fin_fut_pass,9
уплатить,pf,inf_act,6
уплатить,pf,ger_praet_act,3
уплатить,pf,fin_praet_indic_act,1
уплачивать,ipf,partcp_praes_pass,14
уплачивать,ipf,fin_praes_indic_act,6
уплачивать,ipf,inf_act,4
уплачивать,ipf,partcp_praes_act,1
уплетать,ipf,fin_praet_indic_act,3
уплетать,ipf,fin_praes_indic_act,3
уплетать,ipf,ger_praes_act,1
уплотнить,pf,partcp_praet_pass,2
уплотнить,pf,fin_praet_indic_act,2
уплотнить,pf,inf_act,1
уплотниться,pf,fin_praet_indic_med,1
уплотниться,pf,partcp_praet_med,1
уплотнять,ipf,fin_praes_indic_act,2
уплотнять,ipf,fin_praet_indic_act,1
уплотняться,ipf,fin_praes_indic_med,1
уплывать,ipf,fin_praes_indic_act,10
уплывать,ipf,fin_praet_indic_act,8
уплывать,ipf,inf_act,1
уплывать,ipf,ger_praes_act,1
уплывать,ipf,partcp_praes_act,1
уплыть,pf,fin_praet_indic_act,12
уплыть,pf,fin_fut_indic_act,4
уплыть,pf,partcp_praet_act,2
уподобить,pf,inf_act,2
уподобиться,pf,fin_praet_indic_med,3
уподоблять,ipf,fin_praes_indic_act,3
уподоблять,ipf,fin_praet_indic_act,1
уподоблять,ipf,ger_praes_act,1
уподобляться,ipf,ger_praes_med,4
уподобляться,ipf,inf_med,3
уподобляться,ipf,fin_praes_indic_med,2
уподобляться,ipf,fin_imper_med,1
упоить,pf,partcp_praet_pass,1
упокоить,pf,fin_imper_act,2
упокоить,pf,partcp_praet_pass,1
уползать,ipf,fin_praet_indic_act,1
уползти,pf,fin_praet_indic_act,6
уползти,pf,fin_fut_indic_act,2
уползти,pf,inf_act,1
уполномочивать,ipf,fin_praes_indic_act,1
уполномочить,pf,partcp_praet_pass,13
уполномочить,pf,fin_fut_pass,2
упоминать,ipf,fin_praet_indic_act,42
упоминать,ipf,fin_praes_indic_act,12
упоминать,ipf,inf_act,7
упоминать,ipf,partcp_praes_pass,7
упоминать,ipf,ger_praes_act,2
упомянуть,pf,partcp_praet_pass,86
упомянуть,pf,fin_praet_indic_act,35
упомянуть,pf,inf_act,32
упомянуть,pf,fin_fut_pass,6
упомянуть,pf,ger_praet_act,5
упомянуть,pf,fin_fut_indic_act,3
упомянуть,pf,fin_imper_act,2
упорхнуть,pf,fin_praet_indic_act,4
упорядочивать,ipf,partcp_praes_act,1
упорядочиваться,ipf,inf_med,1
упорядочить,pf,partcp_praet_pass,12
упорядочить,pf,inf_act,8
упорядочить,pf,fin_praet_indic_act,1
упорядочить,pf,fin_fut_indic_act,1
употребить,pf,inf_act,12
употребить,pf,fin_praet_indic_act,12
употребить,pf,partcp_praet_pass,7
употребить,pf,fin_fut_indic_act,4
употребить,pf,fin_fut_indic_pass,1
употребить,pf,fin_fut_pass,1
употребить,pf,fin_fut_act,1
употреблять,ipf,fin_praes_indic_act,32
употреблять,ipf,fin_praet_indic_act,22
употреблять,ipf,inf_act,16
употреблять,ipf,partcp_praes_pass,12
употреблять,ipf,ger_praes_act,3
употреблять,ipf,partcp_praes_act,3
употреблять,ipf,fin_fut_act,2
употреблять,ipf,partcp_praet_act,1
управиться,pf,fin_praet_indic_med,10
управиться,pf,inf_med,8
управиться,pf,fin_fut_indic_med,6
управиться,pf,ger_praet_med,1
управляться,ipf,inf_med,10
управляться,ipf,fin_praes_indic_med,8
управляться,ipf,fin_praet_indic_med,8
управляться,ipf,partcp_praes_med,1
управляться,ipf,fin_imper_med,1
управляться,ipf,ger_praes_med,1
упразднить,pf,partcp_praet_pass,9
упразднить,pf,fin_praet_indic_act,6
упразднить,pf,fin_fut_pass,5
упразднить,pf,inf_act,2
упразднить,pf,fin_fut_indic_act,1
упраздниться,pf,fin_fut_indic_med,1
упразднять,ipf,fin_praet_indic_act,1
упраздняться,ipf,fin_praes_indic_med,2
упраздняться,ipf,fin_praet_indic_med,1
упрашивать,ipf,fin_praet_indic_act,11
упрашивать,ipf,inf_act,4
упрашивать,ipf,fin_praes_indic_act,3
упрашивать,ipf,partcp_praes_pass,1
упрашивать,ipf,ger_praes_act,1
упреждать,ipf,ger_praes_act,3
упреждать,ipf,inf_act,1
упрекать,ipf,fin_praet_indic_act,28
упрекать,ipf,inf_act,12
упрекать,ipf,fin_praes_indic_act,10
упрекать,ipf,partcp_praes_act,2
упрекать,ipf,fin_imper_act,1
упрекать,ipf,partcp_praet_act,1
упрекать,ipf,ger_praes_act,1
упрекнуть,pf,fin_praet_indic_act,17
упрекнуть,pf,inf_act,15
упрекнуть,pf,fin_fut_act,1
упрекнуть,pf,fin_fut_indic_act,1
упреть,pf,fin_praet_indic_act,1
упросить,pf,fin_praet_indic_act,9
упросить,pf,inf_act,3
упростить,pf,inf_act,13
упростить,pf,fin_fut_indic_act,4
упростить,pf,partcp_praet_pass,3
упростить,pf,fin_praet_indic_act,2
упростить,pf,ger_praet_act,1
упроститься,pf,fin_fut_indic_med,1
упрочивать,ipf,fin_praet_indic_act,1
упрочивать,ipf,ger_praes_act,1
упрочиваться,ipf,ger_praes_med,1
упрочить,pf,fin_praet_indic_act,2
упрочить,pf,ger_praet_act,1
упрочить,pf,fin_fut_pass,1
упрочить,pf,fin_fut_indic_act,1
упрочить,pf,inf_act,1
упрочиться,pf,fin_fut_indic_med,1
упрочнить,pf,partcp_praet_pass,5
упрочнять,ipf,partcp_praes_act,1
упрощать,ipf,fin_praes_indic_act,7
упрощать,ipf,ger_praes_act,2
упрощать,ipf,inf_act,1
упрощать,ipf,fin_praet_indic_act,1
упрощать,ipf,partcp_praes_act,1
упрощаться,ipf,fin_praet_indic_med,2
упрощаться,ipf,fin_praes_indic_med,2
упрятать,pf,fin_praet_indic_act,7
упрятать,pf,partcp_praet_pass,5
упрятать,pf,inf_act,2
упрятаться,pf,fin_praet_indic_med,1
упрятывать,ipf,fin_praes_indic_act,2
упрятывать,ipf,fin_praet_indic_act,1
упрятываться,ipf,fin_praes_indic_med,1
упускать,ipf,inf_act,12
упускать,ipf,fin_praet_indic_act,9
упускать,ipf,fin_praes_indic_act,5
упускать,ipf,fin_imper_act,3
упускать,ipf,ger_praes_act,2
упустить,pf,fin_praet_indic_act,32
упустить,pf,partcp_praet_pass,31
упустить,pf,inf_act,26
упустить,pf,fin_fut_indic_act,14
упустить,pf,fin_fut_pass,4
упустить,pf,partcp_praet_act,1
уравнивать,ipf,fin_praet_indic_act,3
уравнивать,ipf,inf_act,2
уравнивать,ipf,fin_praes_indic_act,1
уравниваться,ipf,fin_praes_indic_med,2
уравновесить,pf,partcp_praet_pass,15
уравновесить,pf,fin_praet_indic_act,3
уравновесить,pf,fin_fut_pass,3
уравновесить,pf,inf_act,2
уравновесить,pf,fin_fut_indic_act,2
уравновесить,pf,ger_praet_act,1
уравновеситься,pf,fin_fut_indic_med,1
уравновеситься,pf,fin_praet_indic_med,1
уравновешивать,ipf,partcp_praes_act,7
уравновешивать,ipf,fin_praes_indic_act,4
уравновешивать,ipf,inf_act,3
уравновешивать,ipf,fin_praet_indic_act,2
уравновешивать,ipf,ger_praes_act,1
уравновешиваться,ipf,fin_praes_indic_med,3
уравновешиваться,ipf,fin_praet_indic_med,1
уравнять,pf,fin_praet_indic_act,6
уравнять,pf,fin_fut_pass,3
уравнять,pf,partcp_praet_pass,2
уравнять,pf,inf_act,1
уравнять,pf,fin_fut_indic_act,1
уразумевать,ipf,fin_praet_indic_act,1
уразуметь,pf,ger_praet_act,2
уразуметь,pf,fin_praet_indic_act,2
уразуметь,pf,inf_act,2
уразуметь,pf,fin_fut_indic_act,1
уразуметь,pf,fin_fut_act,1
урвать,pf,inf_act,6
урвать,pf,fin_praet_indic_act,4
урегулировать,pf,inf_act,4
урегулировать,pf,fin_fut_pass,3
урегулировать,pf,partcp_praet_pass,1
урезать,ipf,inf_act,1
урезать,ipf,fin_praes_indic_act,1
урезать,pf,partcp_praet_pass,5
урезать,pf,fin_praet_indic_act,4
урезать,pf,inf_act,2
урезать,pf,ger_praet_act,1
урезать,pf,fin_fut_pass,1
урезать,pf,fin_fut_indic_act,1
урезонивать,ipf,inf_act,1
урезонивать,ipf,fin_praes_indic_act,1
урезонивать,ipf,ger_praes_act,1
урезонить,pf,inf_act,5
урезонить,pf,ger_praet_act,1
урезонить,pf,fin_praet_indic_act,1
уродить,pf,partcp_praet_pass,1
уродиться,pf,fin_praet_indic_med,11
уродиться,pf,partcp_praet_med,2
уродиться,pf,fin_fut_indic_med,1
уродовать,ipf,inf_act,5
уродовать,ipf,fin_praes_indic_act,5
уродовать,ipf,fin_imper_act,2
уродовать,ipf,fin_praes_indic_med,1
уродовать,ipf,partcp_praes_act,1
уродовать,ipf,fin_praet_indic_act,1
уродовать,ipf,ger_praes_act,1
уродоваться,ipf,inf_med,1
уронить,pf,fin_praet_indic_act,46
уронить,pf,ger_praet_act,7
уронить,pf,inf_act,6
уронить,pf,fin_fut_indic_act,4
